"Data (mm-dd)","< 1 ano","1-4 anos","5-14 anos","15-24 anos","25-34 anos","35-44 anos","45-54 anos","55-64 anos","65-74 anos","> 75 anos","Desconhecido"
"Abr-16","0","0","0","2","2","7","15","18","45","228","0"
"Abr-17","0","0","0","1","3","11","9","17","57","217","0"
"Abr-18","0","0","1","3","4","1","12","16","42","188","0"
"Abr-19","2","1","1","0","0","2","11","21","45","206","0"
"Abr-20","0","0","0","1","1","3","4","29","34","178","0"
"Abr-21","0","0","0","0","3","6","18","25","35","193","0"
"Abr-22","0","0","2","0","3","6","10","22","54","176","0"
"Abr-23","0","0","0","3","0","5","16","20","37","187","0"
"Abr-24","1","0","0","2","4","6","7","28","33","206","0"
"Abr-25","0","0","0","0","2","4","11","24","39","153","0"
"Abr-26","1","0","0","0","1","9","5","23","33","198","0"
"Abr-27","0","0","0","1","2","14","20","26","51","197","0"
"Abr-28","0","0","0","0","2","7","17","20","52","191","0"
"Abr-29","1","0","0","0","0","5","17","22","43","187","0"
"Abr-30","1","0","0","1","2","7","19","20","35","201","0"
"Mai-01","2","0","0","3","2","3","11","22","49","197","0"
"Mai-02","0","0","0","1","1","3","19","24","33","176","0"
"Mai-03","0","0","0","1","2","3","11","18","44","208","0"
"Mai-04","1","0","0","0","1","5","13","28","39","211","0"
"Mai-05","0","0","0","0","1","6","14","19","46","189","0"
"Mai-06","0","0","0","0","3","5","14","20","41","189","0"
"Mai-07","0","0","0","1","1","5","18","17","36","181","0"
"Mai-08","2","0","0","0","2","2","11","27","39","191","0"
"Mai-09","1","0","0","0","1","2","7","20","39","174","0"
"Mai-10","1","2","0","1","3","5","16","17","37","177","0"
"Mai-11","1","0","1","1","2","4","10","19","37","174","0"
"Mai-12","1","0","0","1","2","7","10","19","34","176","1"
"Mai-13","3","0","0","0","3","3","11","25","38","169","0"
"Mai-14","3","0","0","0","1","7","13","20","29","162","0"
"Mai-15","3","0","0","1","0","3","10","24","40","165","0"
"Mai-16","0","1","1","1","3","7","18","20","39","205","1"
"Mai-17","1","1","0","1","2","6","20","26","41","165","0"
"Mai-18","1","0","0","0","2","6","14","14","34","165","0"
"Mai-19","0","1","0","1","1","5","14","22","31","190","0"
"Mai-20","0","0","0","1","1","4","10","30","37","182","0"
"Mai-21","0","0","0","0","1","3","12","20","38","156","0"
"Mai-22","1","0","0","0","4","9","10","18","48","153","0"
"Mai-23","0","0","0","0","2","6","14","25","38","160","0"
"Mai-24","0","1","1","1","0","8","12","19","28","168","0"
"Mai-25","0","0","0","0","2","2","22","17","24","153","0"
"Mai-26","0","0","0","2","2","4","10","27","39","159","0"
"Mai-27","0","1","0","0","4","13","14","26","41","165","0"
"Mai-28","0","1","0","0","5","7","8","30","48","178","0"
"Mai-29","0","0","0","1","2","2","14","20","45","177","0"
"Mai-30","1","0","0","2","0","10","11","23","35","201","0"
"Mai-31","0","0","0","0","1","6","13","26","36","193","0"
"Jun-01","0","0","0","0","1","2","11","15","42","182","0"
"Jun-02","0","1","0","0","1","5","16","18","34","172","0"
"Jun-03","0","0","0","0","2","4","20","19","37","200","0"
"Jun-04","0","0","0","2","0","2","12","24","36","158","0"
"Jun-05","0","0","0","1","0","4","20","24","43","188","0"
"Jun-06","0","0","1","1","1","4","12","24","53","167","0"
"Jun-07","0","0","0","0","1","7","13","22","38","183","0"
"Jun-08","0","0","0","0","2","7","11","21","32","190","0"
"Jun-09","2","0","0","2","1","4","13","17","39","172","0"
"Jun-10","0","1","0","0","1","1","12","28","41","174","0"
"Jun-11","0","0","0","0","2","3","13","18","40","167","0"
"Jun-12","2","0","0","1","0","3","11","22","39","162","0"
"Jun-13","1","1","0","0","1","4","13","24","44","203","0"
"Jun-14","1","0","0","0","2","1","7","14","45","190","0"
"Jun-15","1","0","1","2","4","4","14","32","39","207","0"
"Jun-16","1","0","0","2","2","11","14","23","38","218","0"
"Jun-17","1","0","0","3","1","3","11","19","43","182","0"
"Jun-18","2","0","0","1","0","3","9","29","43","183","0"
"Jun-19","0","0","0","0","1","4","16","26","40","185","0"
"Jun-20","2","0","0","0","3","3","16","16","42","170","0"
"Jun-21","0","0","0","0","2","2","14","26","49","174","0"
"Jun-22","1","0","0","1","1","3","15","17","36","180","0"
"Jun-23","0","0","0","1","1","8","9","22","37","159","0"
"Jun-24","0","0","0","3","1","5","10","21","38","160","0"
"Jun-25","0","0","0","0","1","8","13","20","35","162","0"
"Jun-26","3","0","0","0","0","7","15","19","29","162","1"
"Jun-27","1","0","1","0","1","3","17","20","26","179","0"
"Jun-28","1","0","0","0","2","4","5","16","45","168","0"
"Jun-29","0","0","3","2","2","2","13","15","40","161","0"
"Jun-30","0","0","0","0","1","5","10","17","48","171","0"
"Jul-01","2","0","0","1","2","7","14","16","49","164","0"
"Jul-02","3","0","1","3","1","5","19","24","37","167","0"
"Jul-03","0","0","1","0","3","6","10","31","36","172","0"
"Jul-04","1","0","0","0","1","4","17","22","40","185","0"
"Jul-05","0","0","1","0","3","2","9","20","40","170","0"
"Jul-06","0","0","1","0","3","4","10","27","39","167","0"
"Jul-07","0","1","0","0","3","2","17","24","38","163","0"
"Jul-08","0","0","0","0","3","2","12","24","32","159","1"
"Jul-09","0","0","0","0","3","9","12","23","38","174","0"
"Jul-10","0","0","0","2","0","5","17","30","50","184","0"
"Jul-11","0","0","0","1","2","5","9","26","32","162","0"
"Jul-12","0","1","0","1","2","3","14","25","37","174","0"
"Jul-13","0","0","0","2","3","8","7","23","45","170","0"
"Jul-14","1","0","2","0","2","8","12","20","33","181","0"
"Jul-15","0","0","1","1","1","6","11","22","34","196","0"
"Jul-16","0","0","0","1","2","3","8","23","54","180","0"
"Jul-17","0","1","0","1","1","6","16","24","41","185","0"
"Jul-18","1","0","0","0","1","7","12","17","38","177","1"
"Jul-19","0","1","0","1","1","3","12","20","38","161","0"
"Jul-20","1","0","0","2","3","6","5","12","30","134","0"
"Jul-21","1","0","0","0","1","7","13","20","32","160","0"
"Jul-22","1","0","1","1","2","3","12","18","38","164","0"
"Jul-23","2","1","0","2","3","2","17","30","37","172","0"
"Jul-24","2","0","1","0","0","10","9","21","36","171","0"
"Jul-25","1","0","1","1","3","4","10","17","30","163","0"
"Jul-26","0","1","0","0","1","5","11","20","47","174","0"
"Jul-27","0","0","1","1","2","7","12","26","38","185","1"
"Jul-28","1","0","1","1","0","0","12","24","56","162","0"
"Jul-29","1","0","1","1","0","5","16","13","33","166","0"
"Jul-30","0","0","0","0","1","5","9","24","33","172","1"
"Jul-31","0","0","0","2","2","4","13","29","35","187","0"
"Ago-01","1","0","0","0","3","5","21","21","39","156","0"
"Ago-02","0","0","0","0","5","5","11","20","39","177","0"
"Ago-03","0","0","0","3","0","5","6","24","34","177","0"
"Ago-04","1","0","1","2","5","5","13","24","49","170","1"
"Ago-05","0","0","1","2","1","4","18","20","41","166","0"
"Ago-06","2","0","0","1","4","3","15","25","49","149","0"
"Ago-07","0","0","0","1","1","3","17","27","38","202","0"
"Ago-08","1","0","0","0","1","6","11","25","47","164","0"
"Ago-09","1","0","0","0","1","6","10","21","33","183","0"
"Ago-10","0","0","0","3","5","4","14","27","32","190","0"
"Ago-11","0","0","0","2","1","7","10","26","33","166","0"
"Ago-12","0","0","0","2","1","3","12","16","34","173","0"
"Ago-13","2","0","1","0","3","4","14","27","44","169","0"
"Ago-14","0","0","0","1","1","5","11","25","43","165","0"
"Ago-15","1","1","1","0","3","5","10","18","29","158","1"
"Ago-16","0","1","0","1","3","5","18","26","45","190","0"
"Ago-17","1","0","0","2","3","2","12","29","42","157","0"
"Ago-18","0","0","0","0","2","10","10","28","30","185","0"
"Ago-19","0","0","1","0","0","5","11","22","35","176","0"
"Ago-20","1","0","0","0","2","9","7","28","39","191","0"
"Ago-21","1","0","0","0","4","2","25","24","51","169","0"
"Ago-22","1","0","0","0","3","4","11","24","42","192","0"
"Ago-23","0","0","1","4","3","8","10","21","37","163","0"
"Ago-24","1","0","0","0","1","3","11","23","43","177","0"
"Ago-25","0","0","0","1","1","3","8","23","42","149","0"
"Ago-26","1","0","1","0","1","8","10","19","46","171","0"
"Ago-27","0","1","0","2","3","3","10","29","33","181","0"
"Ago-28","0","0","0","1","1","8","10","18","43","167","0"
"Ago-29","1","0","0","3","1","10","12","19","46","168","0"
"Ago-30","1","0","0","0","1","6","10","24","32","188","0"
"Ago-31","0","0","0","1","3","3","12","20","35","186","0"
"Set-01","0","0","0","0","1","4","17","27","34","197","0"
"Set-02","1","0","0","0","1","3","9","35","48","178","0"
"Set-03","1","0","1","0","2","4","16","23","40","186","0"
"Set-04","0","0","0","0","1","3","7","20","32","164","0"
"Set-05","0","0","0","2","2","6","22","22","39","171","0"
"Set-06","1","0","0","1","2","5","10","21","45","184","0"
"Set-07","1","0","2","0","1","4","12","33","45","199","0"
"Set-08","0","0","0","0","1","4","6","26","33","168","0"
"Set-09","0","0","0","1","2","7","14","27","39","170","0"
"Set-10","0","0","0","1","0","6","15","24","56","152","0"
"Set-11","0","1","0","4","0","6","13","23","41","176","0"
"Set-12","0","0","0","1","1","7","9","29","32","177","0"
"Set-13","0","0","0","2","2","4","9","22","37","166","0"
"Set-14","0","1","0","1","2","6","8","12","44","160","0"
"Set-15","1","0","0","1","2","3","13","23","50","168","1"
"Set-16","0","0","0","1","1","2","14","31","46","164","0"
"Set-17","0","1","0","2","2","6","13","15","27","178","1"
"Set-18","1","0","0","0","4","5","13","21","39","170","0"
"Set-19","0","0","0","0","0","7","19","15","37","167","0"
"Set-20","0","0","0","1","0","6","20","22","41","160","0"
"Set-21","0","0","0","0","0","0","8","16","35","152","0"
"Set-22","0","1","0","2","1","6","12","24","46","175","1"
"Set-23","1","0","0","2","1","9","17","25","27","202","0"
"Set-24","0","0","0","1","1","6","16","22","27","176","0"
"Set-25","2","1","0","1","2","6","14","25","34","173","1"
"Set-26","0","0","2","3","2","10","12","28","30","149","0"
"Set-27","1","1","1","1","0","5","12","26","40","188","0"
"Set-28","0","0","2","1","2","2","14","29","37","164","0"
"Set-29","3","0","1","1","2","5","10","19","31","178","0"
"Set-30","1","0","1","1","1","7","9","18","31","197","0"
"Out-01","0","0","0","1","2","4","8","20","45","193","0"
"Out-02","0","1","0","1","4","5","12","27","41","193","0"
"Out-03","0","0","0","2","3","3","4","31","34","178","0"
"Out-04","1","1","0","1","3","6","20","24","34","182","1"
"Out-05","1","0","0","1","1","6","6","22","38","180","0"
"Out-06","1","0","0","1","0","0","18","32","41","177","0"
"Out-07","1","1","0","1","3","6","12","24","41","194","0"
"Out-08","2","0","1","0","1","4","17","21","33","160","0"
"Out-09","0","0","0","0","2","13","12","35","39","167","0"
"Out-10","1","0","0","1","2","8","17","26","36","181","0"
"Out-11","0","1","0","1","1","4","10","26","32","159","0"
"Out-12","0","1","0","0","4","5","17","24","29","168","0"
"Out-13","1","0","0","1","3","5","14","27","40","171","0"
"Out-14","1","0","0","2","2","6","12","29","35","178","2"
"Out-15","0","0","0","0","3","3","14","19","43","191","0"
"Out-16","0","0","0","0","1","5","9","22","52","195","0"
"Out-17","1","0","1","0","4","6","17","25","47","198","0"
"Out-18","1","0","2","1","5","5","11","19","36","190","0"
"Out-19","0","0","0","0","2","3","10","23","43","185","0"
"Out-20","5","0","0","1","3","9","17","22","50","198","0"
"Out-21","2","0","1","0","0","5","7","17","55","200","1"
"Out-22","1","0","0","1","3","4","16","16","41","181","0"
"Out-23","1","0","1","0","3","2","14","16","41","185","0"
"Out-24","0","0","0","1","1","5","15","18","55","187","0"
"Out-25","1","0","0","3","2","6","12","23","44","203","0"
"Out-26","0","0","0","1","2","9","13","20","40","238","0"
"Out-27","1","1","0","2","3","3","19","23","49","175","0"
"Out-28","0","1","1","2","2","12","12","15","46","202","0"
"Out-29","1","0","1","1","2","8","8","23","50","186","0"
"Out-30","2","0","1","2","4","6","10","31","35","180","0"
"Out-31","1","0","0","1","1","2","10","22","34","195","0"
"Nov-01","0","0","0","0","2","5","8","28","42","185","0"
"Nov-02","0","0","0","0","1","7","15","15","47","177","0"
"Nov-03","0","0","0","1","1","4","10","23","58","183","0"
"Nov-04","0","0","0","0","2","9","8","25","48","170","0"
"Nov-05","2","0","0","1","1","5","15","25","32","175","0"
"Nov-06","0","0","0","2","2","7","7","22","47","179","0"
"Nov-07","2","0","0","0","1","2","23","17","40","198","0"
"Nov-08","0","0","0","2","0","9","12","24","45","181","0"
"Nov-09","0","0","0","1","1","2","13","28","49","189","0"
"Nov-10","2","1","0","1","1","3","10","25","49","182","0"
"Nov-11","2","0","1","1","5","3","15","33","45","215","0"
"Nov-12","1","0","0","0","2","9","13","23","54","178","0"
"Nov-13","1","0","0","0","5","3","16","24","40","201","0"
"Nov-14","0","0","0","1","1","7","18","23","53","201","1"
"Nov-15","0","0","0","0","0","3","15","18","28","210","0"
"Nov-16","0","0","1","0","1","1","9","20","35","174","0"
"Nov-17","0","0","0","0","3","3","17","24","54","194","0"
"Nov-18","0","0","0","2","1","1","15","32","49","212","0"
"Nov-19","0","0","0","0","2","0","12","27","39","196","0"
"Nov-20","3","0","0","0","0","5","10","31","45","185","0"
"Nov-21","0","0","0","0","0","4","9","31","46","180","0"
"Nov-22","1","0","1","1","3","5","12","33","54","217","0"
"Nov-23","0","0","0","2","0","3","10","17","40","218","0"
"Nov-24","1","0","0","2","2","7","13","25","35","196","0"
"Nov-25","2","1","1","0","0","4","11","23","46","195","0"
"Nov-26","1","0","0","0","2","6","10","28","45","212","0"
"Nov-27","0","0","0","1","2","6","16","32","47","178","0"
"Nov-28","1","0","0","2","3","6","9","18","53","235","0"
"Nov-29","1","0","1","2","0","3","14","18","44","229","0"
"Nov-30","0","0","1","2","1","6","13","24","49","190","0"
"Dez-01","0","1","0","1","0","6","16","35","44","229","0"
"Dez-02","1","0","0","2","1","4","15","32","40","239","0"
"Dez-03","0","0","0","2","3","9","10","22","56","190","1"
"Dez-04","0","1","0","2","3","7","16","16","46","215","0"
"Dez-05","0","0","1","1","1","5","15","23","46","215","0"
"Dez-06","0","0","1","3","5","3","21","23","43","208","0"
"Dez-07","0","0","1","0","5","6","16","38","46","213","0"
"Dez-08","1","0","0","1","5","6","16","35","39","229","0"
"Dez-09","1","1","4","3","2","8","18","35","51","249","0"
"Dez-10","1","0","0","1","4","4","11","33","42","233","0"
"Dez-11","0","0","1","1","0","5","20","23","52","239","0"
"Dez-12","0","0","1","0","0","7","12","23","40","246","0"
"Dez-13","0","0","0","0","2","3","11","32","53","230","0"
"Dez-14","2","0","0","1","1","7","13","23","39","248","0"
"Dez-15","2","0","0","2","2","3","13","27","46","218","0"
"Dez-16","3","1","0","2","0","2","14","22","50","257","1"
"Dez-17","0","0","2","0","1","5","11","28","49","220","0"
"Dez-18","0","1","0","2","1","6","7","26","42","226","0"
"Dez-19","0","0","0","0","1","7","12","31","44","260","0"
"Dez-20","2","0","0","0","2","3","8","27","47","233","0"
"Dez-21","1","0","0","2","0","1","11","23","42","248","1"
"Dez-22","0","0","0","1","2","3","13","28","45","270","0"
"Dez-23","1","0","0","1","2","2","14","33","50","258","0"
"Dez-24","0","0","1","0","4","7","17","41","50","264","0"
"Dez-25","0","0","0","0","1","8","17","30","49","270","0"
"Dez-26","1","0","0","0","1","3","24","20","60","284","0"
"Dez-27","0","0","0","1","2","5","14","23","42","244","0"
"Dez-28","1","0","0","1","2","7","14","23","56","254","0"
"Dez-29","0","0","3","1","2","6","9","23","44","286","0"
"Dez-30","2","1","1","0","2","7","15","27","46","255","2"
"Dez-31","0","0","0","3","1","6","19","33","54","266","0"
