"Data (mm-dd)","< 1 ano","1-4 anos","5-14 anos","15-24 anos","25-34 anos","35-44 anos","45-54 anos","55-64 anos","65-74 anos","> 75 anos","Desconhecido"
"Jul-26","1","0","0","1","3","5","9","19","61","223","0"
"Jul-27","1","0","1","0","2","8","11","22","50","205","0"
"Jul-28","1","1","1","0","1","9","14","22","36","238","0"
"Jul-29","1","0","0","0","0","6","11","22","35","224","0"
"Jul-30","2","1","0","0","1","3","10","14","36","195","0"
"Jul-31","1","0","1","1","2","4","11","16","41","188","0"
"Ago-01","1","1","1","2","0","1","13","19","43","208","0"
"Ago-02","2","0","0","1","1","3","9","19","42","185","0"
"Ago-03","3","0","1","0","3","3","11","22","34","181","0"
"Ago-04","0","1","0","0","1","2","10","23","43","190","0"
"Ago-05","2","0","0","1","2","7","10","18","43","173","0"
"Ago-06","2","0","0","2","3","2","6","37","37","180","2"
"Ago-07","1","0","0","1","1","3","10","15","40","194","0"
"Ago-08","0","0","0","2","2","4","14","26","46","221","0"
"Ago-09","1","0","0","1","2","5","14","27","48","230","0"
"Ago-10","0","0","0","1","2","8","12","31","42","203","1"
"Ago-11","0","0","3","2","2","5","11","24","49","214","1"
"Ago-12","0","0","0","1","1","4","10","20","41","202","0"
"Ago-13","1","0","0","0","2","4","10","23","48","199","0"
"Ago-14","1","0","0","2","0","8","13","20","42","194","0"
"Ago-15","0","0","0","1","0","9","11","21","53","195","0"
"Ago-16","0","0","0","1","1","4","11","36","39","218","0"
"Ago-17","0","0","1","0","2","4","11","29","35","204","0"
"Ago-18","1","0","0","0","0","11","5","17","44","165","0"
"Ago-19","0","0","0","0","2","4","12","21","36","172","0"
"Ago-20","0","1","0","0","3","5","9","26","34","178","0"
"Ago-21","1","0","0","1","0","3","12","29","40","176","0"
"Ago-22","1","0","0","0","1","3","11","30","45","190","0"
"Ago-23","2","0","1","0","1","7","12","31","47","187","0"
"Ago-24","1","0","0","0","1","2","6","19","46","188","0"
"Ago-25","1","0","1","1","0","6","12","31","45","172","0"
"Ago-26","1","0","0","3","3","2","15","20","41","200","0"
"Ago-27","1","0","1","1","1","5","11","19","35","195","0"
"Ago-28","0","0","0","1","1","6","12","18","29","196","0"
"Ago-29","1","0","1","2","4","4","15","27","42","209","0"
"Ago-30","0","0","1","1","0","5","15","18","39","179","0"
"Ago-31","1","0","0","0","3","5","13","20","40","164","0"
"Set-01","2","0","0","1","2","4","10","15","42","177","0"
"Set-02","1","0","1","1","1","5","13","30","42","194","0"
"Set-03","0","0","0","2","5","3","9","25","39","174","0"
"Set-04","1","0","0","2","0","5","11","15","52","195","0"
"Set-05","0","0","1","0","1","1","13","21","44","221","0"
"Set-06","0","0","0","1","1","9","12","19","32","202","0"
"Set-07","1","1","0","1","1","2","15","18","32","189","0"
"Set-08","1","0","0","1","1","5","8","29","48","215","0"
"Set-09","0","0","0","0","1","4","13","16","46","158","0"
"Set-10","0","0","0","2","1","10","9","18","37","166","0"
"Set-11","1","0","0","1","1","6","9","25","42","162","0"
"Set-12","0","0","0","1","0","2","9","34","32","183","0"
"Set-13","0","0","0","0","0","6","9","13","32","174","0"
"Set-14","1","0","0","0","2","3","9","19","26","158","0"
"Set-15","1","0","1","0","2","7","11","29","38","163","0"
"Set-16","3","0","0","0","0","5","14","22","42","170","0"
"Set-17","0","0","0","3","1","5","16","17","37","140","0"
"Set-18","0","0","0","0","1","6","11","18","39","200","0"
"Set-19","2","0","0","3","2","2","14","31","32","169","0"
"Set-20","4","0","0","1","1","9","15","23","40","185","0"
"Set-21","0","0","0","0","2","4","14","27","38","185","0"
"Set-22","3","0","0","3","1","7","7","18","37","172","0"
"Set-23","0","0","0","1","4","2","12","23","37","190","1"
"Set-24","0","0","0","1","2","1","9","27","56","174","0"
"Set-25","0","0","0","0","1","3","8","22","40","180","0"
"Set-26","0","0","0","0","0","8","11","18","40","165","0"
"Set-27","0","0","0","1","1","5","16","20","50","183","0"
"Set-28","1","1","0","4","1","5","10","22","39","193","0"
"Set-29","1","0","0","0","0","5","6","29","42","185","0"
"Set-30","0","1","0","0","6","8","13","22","52","181","0"
"Out-01","0","0","1","1","0","0","12","26","42","178","0"
"Out-02","0","0","0","0","1","3","8","26","42","175","0"
"Out-03","0","0","0","1","1","6","17","29","41","177","1"
"Out-04","0","0","1","1","1","4","11","24","49","186","0"
"Out-05","0","0","0","0","2","7","17","21","44","154","0"
"Out-06","1","0","0","1","1","3","6","24","38","205","0"
"Out-07","1","0","0","2","1","5","7","23","35","182","0"
"Out-08","1","0","0","0","4","3","11","24","43","194","0"
"Out-09","2","0","1","0","3","6","15","15","38","183","0"
"Out-10","2","0","0","2","3","5","7","18","45","197","0"
"Out-11","0","0","0","0","2","3","14","28","35","191","0"
"Out-12","0","0","0","0","0","4","17","25","39","185","0"
"Out-13","0","0","0","0","0","2","15","36","34","176","0"
"Out-14","0","0","1","1","2","3","10","17","42","186","0"
"Out-15","0","0","1","1","2","5","18","19","39","189","0"
"Out-16","2","0","0","1","2","4","13","20","30","194","0"
"Out-17","1","0","0","0","0","5","11","30","47","198","0"
"Out-18","2","0","0","1","4","2","13","20","30","186","0"
"Out-19","0","0","0","0","1","5","12","21","49","225","0"
"Out-20","0","0","0","1","2","6","15","26","41","223","0"
"Out-21","1","0","0","3","0","3","7","20","50","204","0"
"Out-22","1","0","0","0","1","5","9","22","45","207","0"
"Out-23","1","0","1","3","2","4","12","20","34","207","0"
"Out-24","1","0","0","2","2","3","7","26","42","180","0"
"Out-25","0","0","1","0","2","5","12","28","42","186","0"
"Out-26","1","0","0","0","1","2","13","33","45","190","0"
"Out-27","0","1","0","1","3","4","11","31","49","199","0"
"Out-28","1","0","0","1","4","6","10","24","39","179","0"
"Out-29","0","0","1","1","0","5","12","20","31","233","0"
"Out-30","0","1","1","1","1","2","5","16","32","224","0"
"Out-31","0","1","0","1","0","6","19","29","29","204","0"
"Nov-01","0","0","0","0","0","2","13","22","40","190","0"
"Nov-02","2","0","0","1","1","6","8","24","32","195","0"
"Nov-03","3","0","0","0","4","5","17","22","47","203","1"
"Nov-04","1","0","0","1","1","6","13","27","38","202","0"
"Nov-05","0","0","0","0","4","3","13","31","41","176","0"
"Nov-06","2","0","0","2","1","4","12","15","34","192","0"
"Nov-07","0","0","1","0","0","3","14","26","38","171","0"
"Nov-08","1","0","0","0","2","2","15","18","45","186","0"
"Nov-09","1","1","0","0","1","2","7","26","45","220","0"
"Nov-10","1","1","1","2","0","5","18","31","38","198","0"
"Nov-11","3","0","0","0","2","4","12","21","51","203","0"
"Nov-12","0","0","1","2","2","2","18","30","50","224","0"
"Nov-13","0","1","0","0","1","6","16","19","48","206","0"
"Nov-14","1","0","0","1","3","7","18","20","39","213","0"
"Nov-15","0","1","0","0","0","4","11","22","47","192","0"
"Nov-16","2","0","0","0","0","6","8","31","31","200","1"
"Nov-17","1","0","0","0","0","6","14","33","38","196","0"
"Nov-18","3","0","0","1","1","5","13","22","52","219","0"
"Nov-19","2","0","0","0","1","3","21","32","46","234","0"
"Nov-20","2","0","1","1","1","4","16","23","39","244","0"
"Nov-21","0","0","1","3","1","1","10","29","52","211","0"
"Nov-22","0","0","0","2","0","1","15","19","46","207","0"
"Nov-23","0","0","0","1","0","4","8","23","38","205","0"
"Nov-24","3","0","0","3","5","3","14","25","47","242","0"
"Nov-25","0","0","0","1","0","4","14","37","40","249","0"
"Nov-26","2","0","1","0","2","2","16","24","53","236","0"
"Nov-27","0","1","1","0","0","4","14","32","48","208","0"
"Nov-28","1","0","0","1","0","8","11","23","48","247","0"
"Nov-29","0","1","0","3","0","5","7","24","33","243","0"
"Nov-30","0","0","1","0","0","6","10","36","59","241","0"
"Dez-01","1","0","0","0","0","3","11","32","44","235","0"
"Dez-02","2","0","0","1","1","4","16","35","48","263","0"
"Dez-03","3","0","0","0","2","6","13","29","45","237","0"
"Dez-04","2","0","1","2","0","4","10","26","51","260","1"
"Dez-05","0","0","1","4","1","3","16","31","46","238","0"
"Dez-06","0","0","0","0","0","4","15","34","38","250","0"
"Dez-07","0","0","0","0","0","6","14","24","43","212","0"
"Dez-08","0","0","0","2","0","6","16","20","51","248","0"
"Dez-09","0","1","2","1","1","8","13","30","51","257","0"
"Dez-10","0","0","1","0","0","5","10","25","67","230","1"
"Dez-11","0","0","0","0","1","7","12","35","51","243","0"
"Dez-12","0","0","0","0","4","3","15","27","46","273","0"
"Dez-13","1","1","1","2","5","4","11","33","47","250","0"
"Dez-14","1","0","0","2","1","8","13","20","60","258","0"
"Dez-15","0","0","0","0","1","3","13","26","57","221","1"
"Dez-16","0","0","0","1","0","8","14","32","52","276","0"
"Dez-17","1","0","0","1","2","4","9","30","49","274","0"
"Dez-18","0","0","0","1","0","7","14","33","42","270","0"
"Dez-19","1","0","1","0","3","5","11","30","49","296","0"
"Dez-20","1","0","0","2","1","6","7","33","53","263","0"
"Dez-21","4","0","0","1","2","5","14","35","47","269","0"
"Dez-22","0","0","1","0","1","3","10","30","56","319","0"
"Dez-23","0","0","0","1","2","8","14","28","49","290","0"
"Dez-24","2","1","0","0","1","5","17","34","63","326","0"
"Dez-25","2","0","0","1","1","4","7","41","58","306","0"
"Dez-26","0","0","0","1","3","6","14","35","61","314","0"
"Dez-27","1","0","1","3","3","8","13","33","53","352","0"
"Dez-28","1","0","1","0","0","9","17","32","51","328","0"
"Dez-29","0","0","1","3","1","4","19","33","64","329","0"
"Dez-30","1","0","0","0","2","7","13","34","53","354","0"
"Dez-31","0","0","0","0","0","5","14","28","55","368","0"
