"Data (mm-dd)","< 1 ano","1-4 anos","5-14 anos","15-24 anos","25-34 anos","35-44 anos","45-54 anos","55-64 anos","65-74 anos","> 75 anos","Desconhecido"
"Fev-28","0","0","0","0","3","2","9","27","46","265","1"
"Mar-01","2","1","0","0","0","3","12","20","46","267","1"
"Mar-02","0","1","0","4","3","3","17","30","37","245","0"
"Mar-03","2","0","0","0","2","5","7","23","53","262","1"
"Mar-04","2","0","0","0","1","4","20","30","56","239","1"
"Mar-05","0","0","0","1","3","3","10","27","57","233","1"
"Mar-06","0","0","0","1","1","3","10","25","43","234","0"
"Mar-07","0","0","1","0","1","4","11","19","55","243","1"
"Mar-08","1","0","0","0","6","4","12","32","49","229","0"
"Mar-09","1","0","1","1","3","7","21","27","35","243","0"
"Mar-10","0","0","1","1","1","5","9","26","44","247","0"
"Mar-11","0","1","0","2","3","4","11","21","51","241","0"
"Mar-12","1","0","0","1","1","2","13","28","58","234","0"
"Mar-13","0","0","0","0","3","6","14","33","37","227","0"
"Mar-14","1","0","0","0","0","1","12","25","52","244","0"
"Mar-15","0","1","0","2","1","2","15","20","31","200","0"
"Mar-16","1","0","1","1","3","3","13","18","59","239","2"
"Mar-17","0","0","0","1","0","6","14","24","42","230","0"
"Mar-18","3","0","0","1","2","0","15","23","54","198","0"
"Mar-19","0","0","0","0","1","5","13","18","60","225","0"
"Mar-20","2","0","0","1","1","6","10","31","61","221","1"
"Mar-21","1","0","0","0","0","6","15","34","50","232","0"
"Mar-22","0","0","1","1","0","1","16","29","53","196","0"
"Mar-23","0","0","0","3","4","8","9","24","46","225","1"
"Mar-24","0","0","0","1","0","2","11","19","47","215","0"
"Mar-25","1","0","0","1","2","4","9","27","46","208","0"
"Mar-26","1","0","1","1","1","4","10","26","44","230","0"
"Mar-27","2","0","0","1","1","2","17","26","51","209","2"
"Mar-28","0","0","0","0","2","3","7","28","36","199","0"
"Mar-29","1","0","0","0","1","2","6","18","45","210","0"
"Mar-30","2","0","0","0","2","6","16","22","46","254","0"
"Mar-31","1","0","0","1","1","4","12","18","53","217","0"
"Abr-01","1","0","0","2","3","1","9","24","63","227","0"
"Abr-02","1","0","1","1","3","4","2","20","43","233","0"
"Abr-03","2","1","0","0","1","1","12","22","42","184","0"
"Abr-04","2","0","0","1","2","4","7","23","50","196","0"
"Abr-05","0","0","0","0","2","0","9","33","50","216","0"
"Abr-06","1","0","1","0","2","4","16","32","43","192","0"
"Abr-07","0","0","0","1","6","4","13","35","43","223","0"
"Abr-08","0","0","0","1","1","7","15","31","45","235","0"
"Abr-09","0","0","0","0","1","6","8","28","43","199","0"
"Abr-10","2","0","0","0","0","4","13","33","46","225","0"
"Abr-11","0","0","3","0","2","1","8","25","50","210","0"
"Abr-12","0","0","0","0","3","3","15","16","46","214","1"
"Abr-13","2","0","0","0","2","8","9","33","36","203","1"
"Abr-14","1","0","0","0","2","3","7","16","39","236","0"
"Abr-15","1","1","0","1","2","3","11","32","37","237","0"
"Abr-16","0","0","0","1","1","3","15","34","37","222","0"
"Abr-17","0","0","0","0","1","4","15","31","45","223","0"
"Abr-18","1","0","0","1","1","3","7","12","59","190","0"
"Abr-19","1","0","0","1","1","2","9","24","41","209","0"
"Abr-20","2","0","0","0","2","3","12","32","46","207","0"
"Abr-21","1","0","0","1","3","5","6","30","44","221","0"
"Abr-22","0","0","0","0","1","5","15","31","39","235","1"
"Abr-23","0","0","0","1","0","7","16","25","44","215","0"
"Abr-24","1","0","0","1","2","8","14","26","43","224","0"
"Abr-25","0","0","0","0","1","7","6","20","49","187","0"
"Abr-26","2","0","0","2","1","2","15","24","38","209","0"
"Abr-27","1","0","0","0","1","5","17","16","38","195","1"
"Abr-28","1","0","0","4","2","4","11","26","45","212","0"
"Abr-29","1","0","1","0","2","10","16","15","52","201","0"
"Abr-30","0","1","0","1","2","3","8","27","45","230","0"
"Mai-01","1","0","0","1","1","3","8","23","41","196","2"
"Mai-02","2","0","0","0","2","8","12","26","47","171","0"
"Mai-03","0","0","0","0","2","1","15","20","40","220","0"
"Mai-04","0","0","0","0","4","2","10","27","56","211","0"
"Mai-05","0","0","0","0","2","3","12","25","48","226","0"
"Mai-06","0","0","0","1","1","2","7","27","37","203","0"
"Mai-07","1","1","0","3","1","6","17","26","38","217","0"
"Mai-08","1","1","0","1","2","4","12","19","37","203","0"
"Mai-09","0","0","1","1","1","2","8","20","49","164","0"
"Mai-10","1","0","1","0","2","3","7","24","45","253","0"
"Mai-11","3","0","0","1","3","1","6","34","46","185","0"
"Mai-12","0","0","0","0","1","4","13","18","41","204","0"
"Mai-13","2","0","0","0","0","6","4","29","34","197","0"
"Mai-14","2","0","0","0","5","2","11","33","42","204","2"
"Mai-15","2","0","1","1","0","7","11","20","57","224","1"
"Mai-16","2","0","0","0","1","0","13","24","35","209","0"
"Mai-17","1","1","0","1","1","2","11","21","22","180","0"
"Mai-18","0","0","0","1","3","3","11","20","35","184","2"
"Mai-19","1","0","2","0","2","4","11","22","34","185","0"
"Mai-20","0","0","0","0","1","5","11","24","46","185","0"
"Mai-21","0","0","1","1","4","7","10","22","40","182","1"
"Mai-22","0","0","1","0","1","6","14","25","43","186","0"
"Mai-23","0","0","1","1","2","5","10","27","49","155","0"
"Mai-24","0","0","0","3","0","2","14","30","40","180","0"
"Mai-25","1","0","0","0","0","4","8","32","38","216","1"
"Mai-26","1","1","0","0","0","2","10","25","42","212","0"
"Mai-27","0","0","0","0","2","4","14","16","46","183","0"
"Mai-28","1","0","0","0","0","5","15","21","34","189","1"
"Mai-29","1","0","0","0","2","3","6","20","38","181","0"
"Mai-30","1","0","0","2","2","4","12","23","47","210","0"
"Mai-31","1","0","0","3","3","2","12","20","48","195","1"
"Jun-01","1","1","0","0","2","6","11","29","37","226","0"
"Jun-02","3","1","0","2","3","1","18","26","46","186","0"
"Jun-03","1","2","0","1","2","3","8","28","38","204","0"
"Jun-04","0","0","0","0","2","3","13","16","51","214","0"
"Jun-05","1","0","0","0","3","2","11","32","41","187","0"
"Jun-06","1","0","0","1","1","2","9","22","34","180","0"
"Jun-07","1","0","0","0","2","3","10","25","42","165","1"
"Jun-08","1","0","0","1","1","6","16","19","36","176","0"
"Jun-09","0","0","0","1","2","3","10","23","36","157","0"
"Jun-10","0","0","0","0","0","4","11","22","32","186","0"
"Jun-11","0","0","0","1","2","5","12","26","44","188","0"
"Jun-12","1","0","0","0","1","5","9","20","40","174","0"
"Jun-13","0","0","0","0","0","5","14","16","41","190","0"
"Jun-14","0","0","0","0","1","4","16","22","45","175","0"
"Jun-15","1","0","0","0","1","3","16","26","37","227","1"
"Jun-16","1","0","0","1","1","4","12","25","43","168","0"
"Jun-17","0","0","0","0","2","1","8","26","44","196","1"
"Jun-18","1","0","0","0","0","7","13","27","51","170","0"
"Jun-19","0","0","2","1","1","1","9","27","42","203","1"
"Jun-20","0","0","0","1","3","5","12","25","41","185","1"
"Jun-21","0","0","0","0","0","3","11","21","34","193","0"
"Jun-22","0","0","0","0","3","4","12","27","40","172","0"
"Jun-23","0","0","0","0","1","4","11","17","43","215","1"
"Jun-24","1","0","0","0","3","6","17","23","47","196","0"
"Jun-25","0","0","0","2","2","1","10","31","40","218","0"
"Jun-26","0","0","1","1","3","3","11","29","32","190","0"
"Jun-27","0","0","0","0","3","1","10","13","40","193","0"
"Jun-28","0","0","0","1","2","1","9","22","37","172","0"
"Jun-29","1","0","1","2","2","6","10","29","48","180","0"
"Jun-30","1","1","0","1","3","3","11","27","42","180","0"
"Jul-01","1","1","0","1","1","4","11","25","41","183","0"
"Jul-02","0","0","0","1","1","4","8","25","44","204","0"
"Jul-03","0","0","0","0","1","5","11","25","45","190","0"
"Jul-04","1","2","0","1","0","7","9","22","48","175","0"
"Jul-05","3","0","0","0","1","8","10","30","37","194","0"
"Jul-06","1","0","0","1","4","4","8","26","39","177","1"
"Jul-07","1","0","0","0","0","6","7","20","43","179","0"
"Jul-08","0","0","0","1","2","4","13","26","50","179","0"
"Jul-09","3","0","1","1","2","3","11","23","42","171","0"
"Jul-10","2","0","0","0","1","3","10","26","44","184","0"
"Jul-11","0","0","0","1","0","2","17","26","46","191","1"
"Jul-12","0","0","1","3","3","3","15","23","40","201","0"
"Jul-13","1","0","0","2","1","7","10","26","34","189","0"
"Jul-14","1","0","0","0","0","4","12","21","44","172","0"
"Jul-15","0","0","0","1","0","3","10","19","35","184","0"
"Jul-16","0","0","1","1","1","5","8","24","37","177","0"
"Jul-17","0","0","0","1","2","4","10","23","48","168","1"
"Jul-18","1","0","0","1","0","9","10","23","34","177","0"
"Jul-19","1","1","0","2","1","5","18","27","42","203","0"
"Jul-20","1","0","0","0","2","9","9","21","43","179","2"
"Jul-21","0","1","0","0","0","1","4","23","42","181","0"
"Jul-22","0","0","0","1","3","3","10","29","43","177","0"
"Jul-23","2","0","1","1","3","6","4","30","35","188","0"
"Jul-24","1","0","1","0","0","1","11","30","33","165","0"
"Jul-25","1","0","1","0","1","6","12","23","39","211","0"
"Jul-26","1","0","1","0","1","3","15","16","43","175","0"
"Jul-27","0","0","1","1","2","2","16","19","32","182","1"
"Jul-28","0","0","0","3","3","9","10","26","47","178","0"
"Jul-29","0","0","0","0","2","6","7","25","51","183","0"
"Jul-30","1","0","1","1","0","2","9","19","35","164","0"
"Jul-31","1","1","0","1","2","4","9","18","44","176","0"
"Ago-01","1","0","2","2","1","8","4","17","44","180","0"
"Ago-02","2","0","0","3","1","1","13","20","57","191","0"
"Ago-03","1","0","0","3","2","1","18","34","53","196","1"
"Ago-04","2","0","0","0","2","6","8","30","32","155","0"
"Ago-05","1","0","0","1","2","4","8","19","35","175","0"
"Ago-06","2","0","0","1","1","4","9","29","44","182","0"
"Ago-07","0","0","0","1","0","5","13","18","35","187","1"
"Ago-08","0","0","0","0","1","5","10","18","51","215","1"
"Ago-09","0","0","0","0","3","5","16","30","37","194","0"
"Ago-10","3","0","1","1","2","4","10","29","33","173","1"
"Ago-11","0","1","0","0","1","5","6","20","38","159","0"
"Ago-12","0","0","1","2","0","1","11","31","35","169","1"
"Ago-13","0","1","0","1","1","4","11","24","49","166","1"
"Ago-14","0","0","0","0","1","4","9","28","39","164","0"
"Ago-15","0","0","0","0","1","3","13","21","34","159","0"
"Ago-16","2","0","0","0","1","8","12","22","27","190","0"
"Ago-17","1","0","0","1","0","4","4","26","37","190","0"
"Ago-18","3","0","0","2","3","3","12","23","41","187","0"
"Ago-19","2","0","0","0","2","6","16","28","39","165","0"
"Ago-20","2","0","0","3","3","3","10","22","49","173","0"
"Ago-21","1","1","0","2","0","4","12","22","47","198","0"
"Ago-22","1","2","0","0","3","3","10","24","41","186","0"
"Ago-23","0","0","0","1","0","7","13","27","47","206","1"
"Ago-24","0","0","0","2","2","4","15","22","43","221","0"
"Ago-25","0","0","0","1","1","4","11","19","36","182","0"
"Ago-26","0","0","0","2","0","3","13","26","42","205","0"
"Ago-27","0","1","0","1","1","1","15","25","33","180","0"
"Ago-28","1","0","0","1","3","6","9","24","49","181","0"
"Ago-29","1","0","1","0","4","6","19","28","41","188","0"
"Ago-30","0","0","0","1","0","1","21","25","41","183","0"
"Ago-31","1","1","1","0","2","4","10","11","51","168","0"
"Set-01","0","1","0","1","1","2","14","19","39","186","0"
"Set-02","0","0","0","1","2","5","12","26","56","171","0"
"Set-03","1","0","0","1","3","5","11","27","39","196","1"
"Set-04","2","0","1","2","0","0","11","20","44","203","0"
"Set-05","1","1","2","3","1","5","11","22","32","207","0"
"Set-06","1","0","0","0","3","6","18","20","42","176","0"
"Set-07","1","0","0","0","1","3","9","24","35","193","0"
"Set-08","0","0","1","0","2","4","8","27","50","195","0"
"Set-09","1","0","1","0","4","0","7","22","40","183","0"
"Set-10","1","1","0","0","0","4","13","33","29","161","1"
"Set-11","0","0","0","1","1","2","8","31","36","179","0"
"Set-12","2","0","0","0","1","9","8","25","38","197","0"
"Set-13","0","0","0","0","2","2","8","23","41","173","0"
"Set-14","2","0","0","1","4","3","10","18","42","207","0"
"Set-15","1","0","0","2","2","4","12","11","32","180","0"
"Set-16","2","1","0","3","2","8","13","24","50","192","0"
"Set-17","1","0","0","0","1","4","19","19","34","182","0"
"Set-18","0","1","2","0","2","4","15","24","33","184","1"
"Set-19","0","0","0","1","0","4","10","22","42","185","0"
"Set-20","0","0","0","0","0","8","13","32","39","201","0"
"Set-21","1","0","0","1","3","6","9","23","47","188","0"
"Set-22","0","0","0","0","0","3","10","29","39","172","0"
"Set-23","0","0","0","3","0","8","16","28","43","190","0"
"Set-24","0","0","0","0","0","3","7","18","48","162","0"
"Set-25","0","0","0","3","2","3","12","27","37","170","0"
"Set-26","1","0","0","0","3","3","22","19","42","172","0"
"Set-27","0","0","0","0","2","0","10","27","46","169","0"
"Set-28","1","0","0","1","1","3","12","25","44","186","0"
"Set-29","0","0","0","0","1","2","10","34","33","186","0"
"Set-30","0","0","1","2","5","1","12","27","42","202","1"
"Out-01","0","0","0","1","2","4","14","21","40","189","0"
"Out-02","0","0","0","0","3","3","14","24","54","188","0"
"Out-03","2","1","1","2","0","3","4","24","41","184","0"
"Out-04","1","0","0","1","2","6","13","32","40","197","0"
"Out-05","0","0","0","1","0","8","19","26","33","179","0"
"Out-06","0","0","1","0","4","3","8","17","46","171","0"
"Out-07","1","0","0","0","2","2","10","25","38","188","0"
"Out-08","1","0","0","3","5","5","6","27","51","180","0"
"Out-09","3","1","0","0","2","5","14","30","54","161","1"
"Out-10","1","0","0","1","2","5","12","28","39","183","0"
"Out-11","0","0","0","2","1","5","14","23","34","170","0"
"Out-12","1","0","0","0","1","2","16","19","47","176","1"
"Out-13","0","0","0","0","1","3","5","23","39","201","0"
"Out-14","0","0","0","0","1","3","16","28","36","186","0"
"Out-15","0","0","0","1","0","7","8","23","42","167","1"
"Out-16","0","0","1","0","2","1","6","23","49","180","0"
"Out-17","1","0","1","2","0","2","14","24","48","205","0"
"Out-18","1","0","0","1","0","5","11","23","47","194","0"
"Out-19","0","0","0","1","0","1","10","22","42","212","0"
"Out-20","1","0","0","0","1","1","11","17","47","200","0"
"Out-21","0","0","0","0","2","0","10","26","50","210","0"
"Out-22","0","0","1","0","3","2","12","33","34","219","0"
"Out-23","0","1","0","0","0","6","11","33","46","213","0"
"Out-24","1","1","0","1","1","4","11","21","44","212","0"
"Out-25","1","1","0","0","2","1","9","25","50","212","1"
"Out-26","1","0","0","0","1","6","14","24","43","214","0"
"Out-27","0","2","0","6","1","2","13","24","54","219","0"
"Out-28","0","0","0","0","0","3","4","29","57","226","0"
"Out-29","0","0","0","0","3","3","9","25","47","204","0"
"Out-30","0","0","1","0","0","7","13","29","40","236","0"
"Out-31","0","0","0","0","1","4","11","33","46","210","0"
"Nov-01","0","0","0","0","0","11","9","21","55","214","0"
"Nov-02","1","0","0","2","2","4","12","19","54","203","0"
"Nov-03","0","2","0","0","2","6","14","25","39","211","0"
"Nov-04","0","0","0","1","2","9","7","36","53","213","0"
"Nov-05","0","0","0","2","0","3","13","25","45","213","0"
"Nov-06","1","1","2","0","1","5","11","29","55","194","0"
"Nov-07","0","0","0","1","1","2","11","27","47","211","0"
"Nov-08","0","0","0","0","4","7","10","19","46","227","1"
"Nov-09","1","0","0","0","1","4","9","23","47","205","0"
"Nov-10","0","0","1","0","1","3","11","20","40","208","2"
"Nov-11","0","0","0","1","2","2","12","25","41","224","0"
"Nov-12","0","0","0","2","1","5","19","24","34","224","1"
"Nov-13","0","0","0","3","1","1","12","22","38","222","0"
"Nov-14","0","0","0","0","1","2","13","23","55","221","0"
"Nov-15","1","0","0","0","0","2","12","29","48","229","0"
"Nov-16","0","0","0","0","3","5","5","23","49","216","0"
"Nov-17","1","0","0","2","1","5","7","32","45","225","0"
"Nov-18","0","0","1","1","4","3","13","24","38","217","0"
"Nov-19","3","0","1","1","2","3","15","22","45","259","1"
"Nov-20","0","0","1","1","0","3","11","31","48","213","0"
"Nov-21","0","0","0","1","1","6","13","31","45","231","0"
"Nov-22","0","0","0","1","1","3","21","39","46","236","0"
"Nov-23","1","0","0","1","2","5","8","30","58","204","0"
"Nov-24","0","1","0","0","2","3","7","19","33","239","0"
"Nov-25","2","0","0","2","1","6","11","28","51","229","0"
"Nov-26","1","0","0","1","2","5","10","24","57","235","0"
"Nov-27","0","0","1","0","1","3","11","21","51","238","1"
"Nov-28","0","0","0","2","2","3","8","30","48","225","1"
"Nov-29","0","1","0","0","1","0","16","21","43","242","0"
"Nov-30","1","0","0","0","2","6","9","20","40","246","1"
"Dez-01","1","1","0","2","6","3","7","16","34","219","0"
"Dez-02","0","0","0","1","2","1","10","34","54","208","0"
"Dez-03","1","0","1","3","3","2","16","35","35","203","1"
"Dez-04","0","0","0","0","0","5","8","21","42","196","0"
"Dez-05","0","0","0","0","2","3","12","28","49","247","0"
"Dez-06","1","0","0","2","2","4","13","22","54","213","0"
"Dez-07","1","1","0","0","1","4","12","20","42","224","0"
"Dez-08","1","0","0","0","1","3","6","17","55","217","0"
"Dez-09","0","0","0","1","2","2","12","23","58","234","0"
"Dez-10","0","0","0","0","3","7","13","32","45","235","0"
"Dez-11","0","0","0","0","3","3","15","27","45","240","0"
"Dez-12","1","0","0","0","4","3","9","29","54","234","1"
"Dez-13","2","0","0","1","2","5","9","20","44","216","0"
"Dez-14","0","0","0","0","1","6","18","20","53","234","0"
"Dez-15","1","1","0","2","2","8","12","32","43","234","0"
"Dez-16","0","0","0","1","3","4","13","24","46","243","0"
"Dez-17","2","0","0","1","0","2","6","13","37","206","0"
"Dez-18","0","0","0","0","3","4","14","31","45","218","1"
"Dez-19","3","0","0","0","3","5","17","30","42","255","1"
"Dez-20","1","1","1","1","1","5","13","35","53","225","0"
"Dez-21","1","1","0","0","2","4","10","29","45","250","0"
"Dez-22","0","0","1","1","1","2","15","34","51","240","0"
"Dez-23","1","0","1","2","1","5","11","19","56","226","0"
"Dez-24","1","0","1","2","3","1","10","26","44","246","1"
"Dez-25","1","1","0","1","1","2","14","25","58","226","0"
"Dez-26","0","0","0","3","3","5","12","32","34","224","0"
"Dez-27","1","0","1","1","1","3","11","34","52","246","0"
"Dez-28","1","1","0","0","1","4","6","16","43","245","1"
"Dez-29","1","0","0","2","1","4","16","27","59","242","1"
"Dez-30","0","0","2","1","2","6","15","26","62","224","0"
"Dez-31","1","0","1","2","0","5","16","20","41","258","1"
