"Data (mm-dd)","< 1 ano","1-4 anos","5-14 anos","15-24 anos","25-34 anos","35-44 anos","45-54 anos","55-64 anos","65-74 anos","75-84 anos","≥ 85 anos","Desconhecido"
"Mai-28","0","0","0","2","0","4","12","25","49","94","169","0"
"Mai-29","0","0","0","2","0","4","9","20","46","90","168","0"
"Mai-30","1","0","0","0","2","6","9","25","46","96","145","1"
"Mai-31","1","0","0","0","1","4","7","32","57","97","169","0"
"Jun-01","0","0","0","0","2","4","9","27","47","74","161","0"
"Jun-02","1","0","0","1","1","1","11","30","54","94","142","0"
"Jun-03","0","0","0","0","1","4","10","20","41","102","146","1"
"Jun-04","0","0","0","1","1","6","9","25","46","114","157","0"
"Jun-05","0","0","0","1","2","3","14","16","54","105","147","1"
"Jun-06","1","0","0","0","1","6","6","33","53","84","163","0"
"Jun-07","1","0","0","2","1","2","10","24","52","101","146","0"
"Jun-08","0","1","0","1","0","4","15","22","46","109","172","1"
"Jun-09","0","0","0","0","2","9","15","26","40","90","167","0"
"Jun-10","0","1","0","0","2","5","16","30","51","107","150","0"
"Jun-11","0","0","0","0","2","3","14","24","42","105","161","0"
"Jun-12","0","0","1","3","1","5","18","30","53","88","184","0"
"Jun-13","2","0","0","2","2","6","12","28","51","122","183","0"
"Jun-14","2","0","0","1","1","3","11","31","57","126","190","1"
"Jun-15","3","0","0","1","2","4","9","29","56","107","185","2"
"Jun-16","0","0","0","2","1","5","9","32","54","82","181","0"
"Jun-17","2","0","0","0","1","8","16","19","51","115","175","0"
"Jun-18","1","0","0","1","2","2","9","25","48","96","171","0"
"Jun-19","0","0","2","1","4","3","6","18","56","89","168","1"
"Jun-20","1","2","1","1","0","11","19","19","48","80","132","2"
"Jun-21","1","0","0","0","0","4","10","25","55","79","149","0"
"Jun-22","0","0","0","0","0","2","11","22","41","102","146","2"
"Jun-23","0","0","1","0","1","3","9","28","42","88","133","2"
"Jun-24","0","0","0","0","7","4","14","26","46","89","126","0"
"Jun-25","1","0","1","0","1","5","8","20","40","82","135","0"
"Jun-26","0","0","0","2","2","3","9","18","39","107","118","0"
"Jun-27","0","0","0","2","1","4","10","19","42","80","132","0"
"Jun-28","0","0","0","0","1","3","12","32","51","80","108","0"
"Jun-29","1","0","0","1","1","1","13","28","48","86","140","0"
"Jun-30","0","1","0","2","1","1","5","17","37","86","123","2"
"Jul-01","0","0","2","0","2","5","10","28","39","82","165","0"
"Jul-02","1","1","0","1","2","5","16","17","36","89","122","0"
"Jul-03","1","0","1","0","2","4","6","28","45","90","174","0"
"Jul-04","2","0","0","0","3","5","11","31","53","78","145","0"
"Jul-05","0","0","0","0","0","7","14","31","43","85","125","1"
"Jul-06","0","0","0","1","2","4","13","30","47","103","128","1"
"Jul-07","1","0","0","1","0","4","9","23","47","98","145","0"
"Jul-08","1","0","0","1","1","10","15","25","37","93","143","0"
"Jul-09","2","0","0","2","2","6","8","27","48","100","174","0"
"Jul-10","0","2","0","3","2","4","14","20","41","104","190","0"
"Jul-11","0","0","0","2","1","4","13","27","55","109","144","0"
"Jul-12","0","0","0","1","1","2","11","23","48","83","157","0"
"Jul-13","1","0","0","0","1","6","9","34","52","107","168","0"
"Jul-14","0","0","0","0","1","2","12","31","64","132","217","0"
"Jul-15","1","0","0","2","1","7","19","32","66","124","202","0"
"Jul-16","0","0","0","2","2","5","12","22","55","120","190","0"
"Jul-17","0","1","0","0","3","4","11","29","60","103","153","0"
"Jul-18","1","0","0","3","3","4","14","41","61","112","183","0"
"Jul-19","1","0","0","1","1","5","11","22","49","100","177","0"
"Jul-20","0","0","0","1","3","4","11","23","50","91","121","1"
"Jul-21","2","1","1","1","1","4","7","34","57","87","130","1"
"Jul-22","1","0","0","0","2","5","10","21","37","93","134","0"
"Jul-23","0","0","0","0","2","6","13","25","48","85","151","0"
"Jul-24","0","0","0","1","1","5","7","22","48","78","142","0"
"Jul-25","1","1","0","2","1","3","12","25","48","102","146","0"
"Jul-26","0","0","0","1","1","2","8","20","60","99","127","0"
"Jul-27","1","0","0","0","3","9","12","26","57","91","134","0"
"Jul-28","0","0","0","0","2","3","10","33","50","91","156","0"
"Jul-29","0","0","0","1","0","2","13","38","51","89","137","0"
"Jul-30","1","0","2","1","0","4","12","33","49","107","126","0"
"Jul-31","0","1","0","4","2","7","8","21","38","89","130","0"
"Ago-01","1","1","0","2","2","6","19","33","40","84","149","0"
"Ago-02","0","1","0","3","1","10","19","29","47","94","143","0"
"Ago-03","0","0","0","2","2","5","15","23","49","81","130","0"
"Ago-04","1","0","0","1","1","2","10","26","46","95","130","0"
"Ago-05","0","0","0","1","2","4","9","27","53","85","131","0"
"Ago-06","0","0","1","3","1","3","14","26","39","89","116","0"
"Ago-07","0","0","0","4","2","5","12","23","40","76","134","0"
"Ago-08","1","0","0","1","0","3","5","25","48","88","122","0"
"Ago-09","1","0","0","0","2","5","7","24","30","90","131","0"
"Ago-10","1","0","0","4","3","2","13","37","37","91","105","0"
"Ago-11","0","0","1","1","0","6","11","19","42","91","130","0"
"Ago-12","0","0","1","0","0","8","17","29","50","94","117","0"
"Ago-13","0","0","1","3","6","2","13","18","51","97","126","0"
"Ago-14","0","1","2","0","0","3","8","26","37","91","125","1"
"Ago-15","1","0","0","1","4","2","11","22","46","72","114","0"
"Ago-16","2","0","0","0","4","1","9","24","45","79","120","2"
"Ago-17","0","0","0","3","2","1","20","23","42","71","134","0"
"Ago-18","0","0","0","1","3","4","11","34","47","83","132","0"
"Ago-19","2","0","0","1","0","6","13","27","46","74","133","0"
"Ago-20","0","0","0","0","1","2","12","20","50","95","129","0"
"Ago-21","0","0","2","2","3","1","11","23","38","94","118","0"
"Ago-22","1","0","0","4","4","5","15","23","54","92","132","0"
"Ago-23","2","0","1","1","1","5","15","23","36","70","140","0"
"Ago-24","1","0","0","0","1","5","11","28","40","96","138","0"
"Ago-25","0","0","0","2","3","4","11","19","47","74","114","0"
"Ago-26","1","0","2","0","1","6","8","18","44","83","122","0"
"Ago-27","1","0","0","3","4","3","13","15","48","72","124","0"
"Ago-28","1","0","0","1","2","4","10","24","35","82","103","0"
"Ago-29","0","0","0","1","1","1","19","25","34","78","153","0"
"Ago-30","1","0","0","0","0","4","8","25","38","70","118","0"
"Ago-31","1","0","0","2","1","6","15","21","45","80","132","0"
"Set-01","1","0","1","1","0","2","14","26","34","94","143","0"
"Set-02","0","0","0","0","0","4","12","21","52","85","111","0"
"Set-03","1","0","0","0","1","4","12","32","31","102","104","0"
"Set-04","2","0","0","3","2","5","11","22","51","74","113","0"
"Set-05","1","0","0","2","5","5","11","27","45","67","112","0"
"Set-06","0","0","0","2","4","4","7","26","48","70","118","0"
"Set-07","0","0","0","0","1","1","8","25","51","84","113","0"
"Set-08","0","0","0","0","1","4","10","31","42","76","119","0"
"Set-09","0","0","0","2","5","1","6","27","50","80","136","0"
"Set-10","0","1","0","1","4","3","7","23","51","82","115","0"
"Set-11","1","0","0","1","1","5","10","27","50","105","135","0"
"Set-12","0","1","0","1","0","2","11","27","51","85","143","0"
"Set-13","1","0","0","1","1","5","19","25","39","84","103","0"
"Set-14","1","0","1","0","0","7","10","30","44","77","108","0"
"Set-15","0","0","0","0","1","2","12","27","37","91","144","0"
"Set-16","1","0","0","1","3","5","7","17","60","79","120","1"
"Set-17","1","0","1","2","1","2","15","20","43","87","141","0"
"Set-18","1","0","0","0","1","3","13","35","49","77","115","0"
"Set-19","0","0","0","0","1","1","15","22","60","83","125","0"
"Set-20","2","0","1","2","2","3","13","39","47","84","124","0"
"Set-21","2","0","0","2","2","6","10","27","55","103","122","0"
"Set-22","0","0","0","2","1","4","10","26","50","85","137","0"
"Set-23","1","0","1","1","5","4","22","25","47","80","141","0"
"Set-24","0","0","0","1","0","3","10","23","51","67","128","0"
"Set-25","1","0","0","1","2","3","9","21","47","70","93","0"
"Set-26","0","0","0","3","2","1","9","25","30","70","114","0"
"Set-27","1","0","0","1","2","0","7","25","37","73","112","0"
"Set-28","0","0","0","0","3","2","11","19","52","69","128","0"
"Set-29","1","0","1","2","1","1","12","29","34","69","113","0"
"Set-30","3","0","0","3","0","2","5","19","43","81","100","0"
"Out-01","1","0","0","0","1","7","10","24","48","83","132","1"
"Out-02","1","0","0","1","2","5","11","24","40","83","130","0"
"Out-03","1","0","0","2","4","6","7","22","47","106","133","0"
"Out-04","1","0","0","1","1","4","13","19","50","87","132","0"
"Out-05","1","0","1","1","1","3","15","19","51","66","132","0"
"Out-06","0","0","0","1","2","6","12","25","45","82","127","0"
"Out-07","1","0","0","1","1","2","8","27","45","95","140","0"
"Out-08","0","0","0","1","2","5","11","19","44","83","116","0"
"Out-09","0","0","0","1","2","4","12","38","44","99","115","0"
"Out-10","0","0","1","1","1","5","8","29","55","93","136","0"
"Out-11","3","0","0","2","1","1","9","24","49","85","137","1"
"Out-12","0","1","0","0","4","6","8","17","47","83","144","0"
"Out-13","1","0","1","1","0","3","14","24","40","89","127","0"
"Out-14","0","0","0","0","4","5","13","32","47","88","135","1"
"Out-15","0","0","1","2","0","4","14","21","43","81","113","0"
"Out-16","0","0","0","0","2","4","13","32","40","86","109","0"
"Out-17","0","0","0","1","1","4","9","29","54","83","135","1"
"Out-18","2","0","0","2","4","1","11","28","42","75","134","0"
"Out-19","0","0","0","0","2","2","6","29","43","78","141","0"
"Out-20","3","0","0","1","1","4","6","27","33","79","148","0"
"Out-21","0","0","0","2","0","4","16","27","38","75","115","0"
"Out-22","0","1","0","1","2","2","9","34","59","88","122","0"
"Out-23","0","0","0","0","1","2","11","23","45","67","144","0"
"Out-24","0","1","2","2","1","2","15","26","41","103","139","0"
"Out-25","0","0","0","1","2","2","6","29","51","91","147","0"
"Out-26","1","0","0","0","1","4","6","25","36","75","127","1"
"Out-27","1","0","0","3","1","4","10","19","45","98","160","0"
"Out-28","0","0","1","0","0","4","19","26","50","95","131","0"
"Out-29","1","0","0","0","0","4","10","29","44","88","122","0"
"Out-30","0","0","0","0","2","6","16","24","35","80","131","0"
"Out-31","0","0","0","2","3","1","12","26","62","88","141","1"
"Nov-01","1","0","1","1","2","3","9","31","43","78","144","0"
"Nov-02","1","0","0","2","0","4","11","30","45","86","128","0"
"Nov-03","2","0","0","0","0","5","9","28","58","99","135","0"
"Nov-04","0","1","0","0","1","4","6","23","53","96","138","0"
"Nov-05","1","2","0","0","1","1","7","29","49","80","125","0"
"Nov-06","1","0","0","0","1","5","10","27","50","89","146","0"
"Nov-07","1","0","0","0","1","3","16","27","56","107","143","0"
"Nov-08","2","0","0","0","0","5","7","28","51","86","155","0"
"Nov-09","0","0","0","0","2","6","20","18","38","94","149","0"
"Nov-10","3","0","0","0","2","2","6","36","51","94","142","0"
"Nov-11","1","0","0","0","0","0","10","32","52","90","135","0"
"Nov-12","0","0","0","1","3","0","12","35","42","89","153","0"
"Nov-13","0","0","0","1","2","4","13","20","47","93","148","1"
"Nov-14","0","1","0","0","1","3","15","31","51","113","156","0"
"Nov-15","1","0","0","0","1","6","9","34","57","86","145","0"
"Nov-16","0","1","0","1","1","6","10","23","48","105","152","0"
"Nov-17","0","0","0","0","1","3","11","35","35","85","156","0"
"Nov-18","1","1","0","0","2","5","13","29","42","73","157","0"
"Nov-19","2","0","0","1","1","3","6","26","36","93","149","1"
"Nov-20","2","0","1","0","0","0","11","19","44","88","174","0"
"Nov-21","0","0","0","1","0","3","12","31","45","90","180","1"
"Nov-22","2","0","1","0","0","5","12","27","66","95","153","1"
"Nov-23","0","0","1","3","2","3","10","32","55","103","152","0"
"Nov-24","0","0","1","4","3","8","6","38","57","100","152","0"
"Nov-25","0","0","0","0","0","2","14","31","38","83","167","0"
"Nov-26","0","0","0","0","2","8","15","28","60","95","157","0"
"Nov-27","1","0","0","0","3","10","8","27","50","97","152","1"
"Nov-28","1","0","0","3","1","3","19","28","62","92","181","0"
"Nov-29","1","1","0","0","3","5","10","36","39","83","165","0"
"Nov-30","0","0","0","1","2","2","13","41","60","107","162","0"
"Dez-01","1","0","0","2","1","5","14","23","60","95","195","1"
"Dez-02","0","0","1","0","0","6","14","26","47","110","167","1"
"Dez-03","1","0","0","0","0","3","17","28","51","105","176","0"
"Dez-04","1","1","0","2","1","3","15","38","51","98","186","0"
"Dez-05","2","0","0","1","3","5","13","22","64","124","195","0"
"Dez-06","0","0","0","2","0","2","15","35","52","121","208","0"
"Dez-07","0","0","1","1","0","5","12","31","67","105","214","0"
"Dez-08","0","1","0","1","0","3","12","38","44","123","195","0"
"Dez-09","0","0","1","0","3","6","12","22","44","100","163","0"
"Dez-10","0","0","0","1","1","1","11","32","56","101","168","0"
"Dez-11","1","1","0","0","1","2","18","36","58","103","186","0"
"Dez-12","0","0","1","2","1","6","10","28","62","135","223","0"
"Dez-13","1","1","2","0","4","3","10","36","56","107","215","0"
"Dez-14","0","0","0","1","0","3","16","35","48","129","169","1"
"Dez-15","0","0","0","1","2","4","17","32","58","99","195","0"
"Dez-16","1","0","0","0","0","4","18","35","53","109","183","0"
"Dez-17","0","0","0","2","0","2","18","24","69","108","166","1"
"Dez-18","0","1","1","1","3","0","18","36","57","110","188","0"
"Dez-19","0","0","0","2","2","3","14","32","55","126","192","1"
"Dez-20","0","0","0","2","3","0","13","27","60","105","188","0"
"Dez-21","0","0","0","2","0","1","10","40","55","101","190","0"
"Dez-22","1","0","1","1","1","6","17","26","57","109","179","0"
"Dez-23","0","2","0","0","2","5","10","31","53","111","176","0"
"Dez-24","0","0","0","1","1","2","13","18","47","112","160","0"
"Dez-25","0","0","0","0","1","5","14","32","51","87","177","0"
"Dez-26","1","0","0","0","3","7","7","23","57","112","170","0"
"Dez-27","0","0","0","1","5","4","14","28","44","122","181","0"
"Dez-28","1","1","0","2","0","3","18","41","47","88","144","0"
"Dez-29","1","0","0","3","0","3","10","28","49","124","180","0"
"Dez-30","1","0","0","3","3","3","13","29","68","91","174","0"
"Dez-31","1","0","0","1","1","5","14","27","53","97","169","0"
