"Data (mm-dd)","< 1 ano","1-4 anos","5-14 anos","15-24 anos","25-34 anos","35-44 anos","45-54 anos","55-64 anos","65-74 anos","> 75 anos","Desconhecido"
"Jun-29","0","1","0","2","2","6","18","24","45","164","0"
"Jun-30","0","0","0","0","2","0","23","21","36","193","1"
"Jul-01","0","0","0","3","1","9","10","22","35","176","0"
"Jul-02","4","1","1","1","1","3","16","17","42","175","0"
"Jul-03","0","0","0","0","5","4","5","24","40","182","0"
"Jul-04","1","0","0","1","1","4","16","22","38","165","0"
"Jul-05","0","0","0","0","0","3","8","23","33","183","0"
"Jul-06","0","1","0","1","0","3","12","15","34","174","0"
"Jul-07","1","1","0","0","2","3","11","20","39","177","0"
"Jul-08","0","0","0","0","1","5","9","21","37","187","0"
"Jul-09","0","0","0","1","1","8","11","11","30","161","0"
"Jul-10","0","0","0","1","2","5","8","26","34","182","0"
"Jul-11","1","0","0","1","3","4","11","29","43","198","1"
"Jul-12","1","0","0","0","3","9","6","24","44","203","0"
"Jul-13","0","0","0","0","2","2","9","26","34","170","0"
"Jul-14","0","0","1","3","5","2","15","22","25","171","0"
"Jul-15","0","0","0","2","2","6","12","25","26","163","0"
"Jul-16","2","0","1","0","3","2","12","27","42","153","0"
"Jul-17","0","0","0","1","2","1","2","27","41","198","0"
"Jul-18","1","0","0","1","4","3","14","26","40","192","0"
"Jul-19","0","0","0","2","1","2","10","21","47","174","1"
"Jul-20","2","0","0","0","1","5","10","28","41","184","2"
"Jul-21","1","0","0","1","1","2","10","25","37","176","0"
"Jul-22","1","0","0","1","2","2","8","21","43","165","0"
"Jul-23","0","0","1","1","1","7","11","28","35","166","1"
"Jul-24","1","0","0","0","1","3","14","23","46","179","0"
"Jul-25","0","0","0","0","2","4","11","25","39","195","0"
"Jul-26","2","0","1","1","1","7","9","22","43","197","0"
"Jul-27","0","0","0","1","2","7","10","25","33","173","0"
"Jul-28","1","1","1","2","5","2","12","27","41","182","0"
"Jul-29","2","0","0","1","0","8","11","29","28","165","0"
"Jul-30","2","0","0","2","0","4","13","23","49","170","0"
"Jul-31","1","0","1","0","2","4","13","19","52","177","0"
"Ago-01","0","0","1","0","3","7","12","25","29","184","0"
"Ago-02","0","0","0","1","2","6","16","29","35","184","0"
"Ago-03","1","1","0","0","2","4","19","22","39","224","0"
"Ago-04","0","0","0","0","0","5","8","27","47","275","0"
"Ago-05","0","0","0","2","4","6","18","39","66","372","1"
"Ago-06","1","0","0","0","2","8","17","38","65","364","0"
"Ago-07","3","0","1","0","4","10","12","20","51","242","0"
"Ago-08","1","0","0","1","1","3","12","17","41","217","0"
"Ago-09","0","0","0","0","2","3","14","26","34","212","0"
"Ago-10","0","0","0","1","2","1","7","21","38","180","0"
"Ago-11","0","0","0","1","2","4","18","25","35","192","0"
"Ago-12","0","0","2","3","2","3","6","21","49","177","0"
"Ago-13","0","0","0","0","1","3","11","20","43","202","1"
"Ago-14","1","1","0","0","1","7","9","30","40","201","0"
"Ago-15","1","0","1","0","1","3","14","25","39","179","1"
"Ago-16","1","0","0","2","1","5","14","26","48","193","1"
"Ago-17","1","0","0","1","0","4","10","25","51","177","0"
"Ago-18","0","0","0","3","3","4","12","25","35","212","0"
"Ago-19","0","0","1","2","0","7","11","15","42","184","0"
"Ago-20","0","0","0","2","3","6","15","19","40","202","0"
"Ago-21","5","0","0","0","2","5","11","29","57","212","0"
"Ago-22","2","0","0","0","1","6","13","20","42","197","0"
"Ago-23","1","0","1","0","0","5","11","27","37","199","0"
"Ago-24","0","0","0","0","2","1","21","12","50","179","0"
"Ago-25","3","0","1","1","4","4","11","18","48","201","0"
"Ago-26","0","0","0","2","1","1","15","21","35","170","0"
"Ago-27","0","1","0","0","5","7","10","20","31","161","0"
"Ago-28","0","0","0","0","3","4","16","26","30","175","0"
"Ago-29","0","0","0","0","3","2","15","28","41","163","0"
"Ago-30","1","0","0","0","0","1","10","26","39","159","1"
"Ago-31","0","0","0","0","0","5","10","23","49","157","0"
"Set-01","1","0","1","0","3","5","12","21","49","190","0"
"Set-02","1","0","1","2","0","3","5","22","38","193","0"
"Set-03","1","0","0","1","3","3","14","25","47","178","0"
"Set-04","1","0","0","1","1","2","10","27","50","205","1"
"Set-05","1","0","0","0","1","1","10","29","36","174","0"
"Set-06","2","0","0","2","3","4","11","14","44","151","0"
"Set-07","1","0","0","0","2","5","8","24","45","172","0"
"Set-08","1","0","0","2","3","0","13","26","51","190","0"
"Set-09","1","0","0","1","1","9","9","24","34","176","0"
"Set-10","1","0","1","0","1","5","10","27","39","150","0"
"Set-11","1","1","0","0","1","5","10","23","46","182","0"
"Set-12","0","0","0","0","0","5","14","25","34","171","0"
"Set-13","0","0","0","1","1","4","12","29","44","185","0"
"Set-14","1","0","0","0","1","2","9","19","45","173","0"
"Set-15","1","0","0","2","1","6","9","23","48","163","0"
"Set-16","0","0","1","0","1","3","8","20","34","209","0"
"Set-17","2","1","0","0","0","0","11","33","40","166","0"
"Set-18","1","1","0","0","2","5","21","24","49","173","1"
"Set-19","1","1","0","1","1","3","10","22","34","190","0"
"Set-20","3","0","0","1","1","6","17","19","48","196","1"
"Set-21","0","0","0","3","1","2","14","18","33","204","0"
"Set-22","1","0","0","0","2","3","12","26","51","180","0"
"Set-23","0","0","0","0","0","1","10","15","37","179","1"
"Set-24","2","1","0","2","2","5","10","18","41","175","0"
"Set-25","0","0","0","0","0","3","13","31","30","181","0"
"Set-26","0","0","0","2","1","3","8","26","35","195","0"
"Set-27","0","0","1","0","3","5","13","22","45","179","0"
"Set-28","0","0","0","2","3","3","18","23","38","209","0"
"Set-29","0","0","0","2","1","3","13","31","31","171","0"
"Set-30","1","0","1","1","2","5","8","18","46","164","0"
"Out-01","1","0","0","0","1","2","19","27","57","196","0"
"Out-02","0","0","0","1","0","1","13","23","45","192","0"
"Out-03","0","0","0","0","1","5","13","22","46","171","0"
"Out-04","0","0","0","3","2","3","13","19","51","174","0"
"Out-05","0","0","1","4","3","3","17","32","45","187","0"
"Out-06","1","0","0","0","0","3","6","16","43","171","0"
"Out-07","0","0","0","0","5","4","11","27","43","180","1"
"Out-08","0","1","0","1","0","4","10","21","53","178","0"
"Out-09","1","0","0","1","1","3","12","29","45","202","1"
"Out-10","0","0","1","1","2","3","16","23","37","185","0"
"Out-11","0","0","0","0","2","4","16","25","43","193","0"
"Out-12","0","0","0","2","1","3","15","19","38","176","0"
"Out-13","1","0","0","2","5","5","10","21","48","212","0"
"Out-14","2","1","0","1","4","6","15","22","48","185","0"
"Out-15","0","0","0","3","1","4","14","30","38","227","0"
"Out-16","0","0","0","1","1","5","10","32","41","182","0"
"Out-17","1","1","0","1","0","6","12","33","45","187","0"
"Out-18","1","0","0","0","0","2","12","24","40","181","0"
"Out-19","3","0","0","1","1","4","15","24","47","198","0"
"Out-20","1","0","0","0","2","4","10","29","44","179","0"
"Out-21","1","0","0","2","3","8","13","25","31","171","0"
"Out-22","0","0","0","0","0","3","16","28","44","207","0"
"Out-23","0","2","0","2","2","6","10","33","38","198","0"
"Out-24","1","0","0","0","3","6","11","18","52","192","0"
"Out-25","1","0","0","0","0","6","10","26","41","202","0"
"Out-26","1","0","0","2","2","3","8","28","49","202","0"
"Out-27","0","1","0","2","1","4","11","27","38","179","0"
"Out-28","0","0","1","0","1","2","12","21","40","211","0"
"Out-29","4","0","2","1","4","7","11","26","36","196","0"
"Out-30","0","0","0","0","1","5","13","16","54","212","0"
"Out-31","0","0","0","0","1","7","14","26","37","185","0"
"Nov-01","0","0","0","1","0","3","11","26","39","200","0"
"Nov-02","1","0","0","1","2","5","15","22","49","244","0"
"Nov-03","0","0","1","3","0","2","15","30","46","202","0"
"Nov-04","0","0","0","1","1","3","11","18","48","197","0"
"Nov-05","2","0","0","0","1","3","9","25","54","220","0"
"Nov-06","0","1","0","0","2","6","6","35","36","202","0"
"Nov-07","1","0","0","1","0","1","10","27","42","215","0"
"Nov-08","0","0","0","0","0","3","12","20","41","199","0"
"Nov-09","0","0","0","0","1","4","4","20","50","220","0"
"Nov-10","1","0","1","1","1","5","13","20","49","251","0"
"Nov-11","1","0","0","0","0","6","18","25","47","229","0"
"Nov-12","0","0","1","0","1","1","19","43","45","213","0"
"Nov-13","1","0","0","1","0","2","17","23","42","193","0"
"Nov-14","1","0","1","1","1","6","11","23","42","205","0"
"Nov-15","0","0","0","2","0","5","15","27","44","209","0"
"Nov-16","0","0","0","3","2","4","9","22","40","235","0"
"Nov-17","1","0","0","0","3","4","16","23","40","200","0"
"Nov-18","1","0","0","0","2","5","11","20","40","224","0"
"Nov-19","2","0","2","1","1","6","12","29","41","218","0"
"Nov-20","0","0","0","0","1","3","13","33","35","204","0"
"Nov-21","0","0","0","0","0","2","7","28","44","197","0"
"Nov-22","0","0","0","1","1","2","9","23","41","241","0"
"Nov-23","0","0","0","1","1","4","11","34","44","204","0"
"Nov-24","1","0","0","0","1","2","10","20","41","192","1"
"Nov-25","0","0","0","1","0","5","12","27","43","227","0"
"Nov-26","0","1","0","1","1","2","12","25","65","198","0"
"Nov-27","1","0","0","1","0","6","12","28","39","211","0"
"Nov-28","0","0","0","1","2","4","12","27","30","210","1"
"Nov-29","0","1","1","2","1","8","15","19","46","226","1"
"Nov-30","0","0","0","2","4","6","20","33","43","189","0"
"Dez-01","0","1","0","1","2","2","14","23","44","222","1"
"Dez-02","1","0","0","2","0","5","15","39","39","225","0"
"Dez-03","1","0","0","1","3","2","18","25","41","194","0"
"Dez-04","0","0","0","1","1","3","7","31","34","211","0"
"Dez-05","1","0","0","0","3","7","19","21","58","211","0"
"Dez-06","0","0","0","0","0","2","5","29","55","221","1"
"Dez-07","0","0","0","3","0","7","15","36","59","222","0"
"Dez-08","4","0","0","1","0","9","11","31","43","226","0"
"Dez-09","1","0","0","1","2","6","8","24","38","217","0"
"Dez-10","2","0","1","2","0","6","12","25","41","217","0"
"Dez-11","1","1","1","1","3","6","9","20","44","218","0"
"Dez-12","1","0","0","0","1","3","15","29","57","230","1"
"Dez-13","1","0","0","0","1","1","6","24","59","231","0"
"Dez-14","0","1","0","1","2","4","9","23","50","205","0"
"Dez-15","1","1","0","0","1","9","10","21","47","198","0"
"Dez-16","1","0","0","0","3","2","5","19","40","210","0"
"Dez-17","0","0","1","1","3","2","16","35","39","223","0"
"Dez-18","1","0","0","0","1","4","16","35","51","230","0"
"Dez-19","3","0","0","0","1","4","12","26","36","232","0"
"Dez-20","0","0","1","1","1","6","8","31","38","198","1"
"Dez-21","3","0","1","0","5","4","14","21","43","242","0"
"Dez-22","1","0","0","0","1","10","8","18","47","222","0"
"Dez-23","3","0","0","1","5","5","18","25","53","251","0"
"Dez-24","0","0","0","2","2","7","17","28","65","231","1"
"Dez-25","1","0","1","0","1","6","9","19","61","222","0"
"Dez-26","2","0","0","0","1","6","15","31","57","227","0"
"Dez-27","1","0","0","0","1","4","18","42","40","236","0"
"Dez-28","1","1","0","1","1","5","10","32","52","235","0"
"Dez-29","0","0","0","0","2","4","11","27","53","250","0"
"Dez-30","0","0","0","1","1","1","13","28","38","260","0"
"Dez-31","1","0","1","1","3","3","14","34","48","252","0"
