"Data (mm-dd)","Morte natural","Causa externa","Sujeito a investigação"
"Jul-17","245","6","21"
"Jul-18","246","3","32"
"Jul-19","234","4","20"
"Jul-20","236","2","35"
"Jul-21","232","5","16"
"Jul-22","217","8","18"
"Jul-23","225","4","22"
"Jul-24","244","1","22"
"Jul-25","246","3","27"
"Jul-26","250","3","30"
"Jul-27","224","3","24"
"Jul-28","246","9","19"
"Jul-29","220","2","22"
"Jul-30","221","7","35"
"Jul-31","239","7","23"
"Ago-01","234","8","19"
"Ago-02","241","7","25"
"Ago-03","279","5","28"
"Ago-04","317","2","43"
"Ago-05","434","10","64"
"Ago-06","430","7","58"
"Ago-07","297","5","41"
"Ago-08","256","0","37"
"Ago-09","266","2","23"
"Ago-10","222","2","26"
"Ago-11","243","3","31"
"Ago-12","230","2","31"
"Ago-13","255","9","17"
"Ago-14","260","7","23"
"Ago-15","238","3","23"
"Ago-16","253","6","32"
"Ago-17","245","4","20"
"Ago-18","250","8","36"
"Ago-19","236","3","23"
"Ago-20","250","3","34"
"Ago-21","290","2","29"
"Ago-22","256","6","19"
"Ago-23","256","5","20"
"Ago-24","239","1","25"
"Ago-25","269","2","20"
"Ago-26","227","6","12"
"Ago-27","197","7","31"
"Ago-28","222","5","27"
"Ago-29","234","3","15"
"Ago-30","217","3","17"
"Ago-31","215","4","25"
"Set-01","248","8","26"
"Set-02","236","2","27"
"Set-03","237","7","28"
"Set-04","261","7","30"
"Set-05","225","1","26"
"Set-06","213","4","14"
"Set-07","237","3","17"
"Set-08","252","6","28"
"Set-09","222","7","26"
"Set-10","202","4","28"
"Set-11","235","8","26"
"Set-12","220","8","21"
"Set-13","243","8","25"
"Set-14","217","4","29"
"Set-15","224","5","24"
"Set-16","245","5","26"
"Set-17","221","5","27"
"Set-18","255","4","18"
"Set-19","237","4","22"
"Set-20","254","12","26"
"Set-21","248","7","20"
"Set-22","239","5","31"
"Set-23","214","7","22"
"Set-24","225","9","22"
"Set-25","232","3","23"
"Set-26","237","5","28"
"Set-27","238","3","27"
"Set-28","268","5","23"
"Set-29","224","6","22"
"Set-30","228","5","13"
"Out-01","263","10","30"
"Out-02","239","5","31"
"Out-03","228","4","26"
"Out-04","234","6","25"
"Out-05","253","7","32"
"Out-06","218","3","19"
"Out-07","248","3","20"
"Out-08","229","3","36"
"Out-09","267","3","25"
"Out-10","234","6","28"
"Out-11","253","4","26"
"Out-12","228","1","25"
"Out-13","267","8","29"
"Out-14","250","6","28"
"Out-15","279","3","35"
"Out-16","240","4","28"
"Out-17","253","5","28"
"Out-18","236","3","21"
"Out-19","256","3","34"
"Out-20","242","5","22"
"Out-21","221","8","25"
"Out-22","260","11","27"
"Out-23","251","5","35"
"Out-24","256","5","22"
"Out-25","259","4","23"
"Out-26","262","5","28"
"Out-27","242","1","20"
"Out-28","245","6","37"
"Out-29","253","1","33"
"Out-30","264","3","34"
"Out-31","235","3","32"
"Nov-01","252","4","24"
"Nov-02","304","4","31"
"Nov-03","262","4","33"
"Nov-04","243","3","33"
"Nov-05","264","7","43"
"Nov-06","255","4","29"
"Nov-07","262","7","28"
"Nov-08","244","5","26"
"Nov-09","275","6","18"
"Nov-10","308","3","31"
"Nov-11","297","3","26"
"Nov-12","294","1","28"
"Nov-13","248","7","24"
"Nov-14","256","2","33"
"Nov-15","275","4","23"
"Nov-16","283","2","30"
"Nov-17","254","8","25"
"Nov-18","272","3","28"
"Nov-19","274","5","33"
"Nov-20","259","6","24"
"Nov-21","258","4","16"
"Nov-22","290","2","26"
"Nov-23","264","7","28"
"Nov-24","236","11","21"
"Nov-25","286","3","26"
"Nov-26","276","2","27"
"Nov-27","273","0","25"
"Nov-28","254","4","29"
"Nov-29","289","4","27"
"Nov-30","253","5","39"
"Dez-01","274","6","30"
"Dez-02","281","4","41"
"Dez-03","262","2","21"
"Dez-04","262","2","24"
"Dez-05","286","4","30"
"Dez-06","283","5","25"
"Dez-07","307","6","29"
"Dez-08","295","2","28"
"Dez-09","264","4","29"
"Dez-10","271","3","32"
"Dez-11","266","6","32"
"Dez-12","301","4","32"
"Dez-13","292","4","27"
"Dez-14","272","4","19"
"Dez-15","256","6","26"
"Dez-16","251","2","27"
"Dez-17","286","4","30"
"Dez-18","303","3","32"
"Dez-19","287","2","25"
"Dez-20","262","4","19"
"Dez-21","295","7","31"
"Dez-22","282","5","20"
"Dez-23","333","3","25"
"Dez-24","316","8","29"
"Dez-25","281","6","33"
"Dez-26","295","7","37"
"Dez-27","301","4","37"
"Dez-28","305","5","28"
"Dez-29","315","2","30"
"Dez-30","308","3","31"
"Dez-31","316","2","39"
