Timestamp," Edificio: Corrente A","Edificio: Corrente B","Edificio: Corrente C","Edificio: Potencia","Edificio: Tensao A","Edificio: Tensao B","Edificio: Tensao C","Edificio: ENERGY_COST","Edificio: Cost of Energy","Cost of Energy"
"01/02/2023 00:00:00",7.10,5.40,8.54,4.81,239.54,240.01,238.21,0.35,31532.44,446718.66
"01/02/2023 00:30:00",17.56,6.20,8.08,7.57,241.04,241.58,239.71,0.56,31532.55,446719.16
"01/02/2023 01:00:00",9.53,15.87,7.26,7.74,240.87,241.47,239.67,0.57,31532.70,446719.63
"01/02/2023 01:30:00",12.46,10.92,9.12,7.11,238.73,239.55,237.79,0.52,31532.89,446720.53
"01/02/2023 02:00:00",21.56,5.23,7.39,5.20,241.75,242.62,240.91,0.34,31533.07,446721.28
"01/02/2023 02:30:00",7.15,14.93,7.55,6.48,236.80,237.36,235.82,0.42,31533.23,446722.00
"01/02/2023 03:00:00",,,,,,,,,31533.38,
"01/02/2023 03:30:00",6.57,5.61,7.74,4.74,237.99,238.49,237.16,0.31,31533.48,446723.50
"01/02/2023 04:00:00",8.93,5.39,7.02,4.20,237.48,238.72,236.68,0.27,31533.60,446723.88
"01/02/2023 04:30:00",,,,,,,,,31533.71,
"01/02/2023 05:00:00",,,,,,,,,31533.84,
"01/02/2023 05:30:00",,,,,,,,,31533.98,
"01/02/2023 06:00:00",8.24,7.83,13.81,6.87,238.48,239.25,237.08,0.50,31534.18,446726.31
"01/02/2023 06:30:00",,,,,,,,,31534.39,
"01/02/2023 07:00:00",10.83,11.64,14.39,8.66,238.27,239.00,237.33,0.97,31534.62,446728.59
"01/02/2023 07:30:00",16.86,10.33,14.54,9.34,238.42,238.88,237.02,1.04,31534.92,446730.47
"01/02/2023 08:00:00",10.94,9.46,8.38,6.80,239.07,239.65,237.95,0.76,31535.24,446732.03
"01/02/2023 08:30:00",10.30,15.38,8.46,7.94,239.62,240.37,238.31,0.89,31535.57,446734.69
"01/02/2023 09:00:00",26.14,32.02,21.36,19.21,234.91,235.22,233.80,2.14,31536.04,446736.88
"01/02/2023 09:30:00",23.01,48.30,27.80,22.85,234.69,234.71,232.92,2.95,31536.71,446740.63
"01/02/2023 10:00:00",24.39,30.56,32.24,20.36,233.79,234.56,232.89,2.63,31537.88,446746.28
