Timestamp,"Corrente A","Corrente B","Corrente C","Potencia","Tensao A","Tensao B","Tensao C","energy cost 1","energy cost 2","energy cost 3"
"31/08/2020 23:00:00",9.82,17.62,21.55,11.14,236.22,237.33,236.07,0.82,10927.65,155224.59
"31/08/2020 23:30:00",12.02,15.02,12.42,8.78,237.71,238.80,237.49,0.64,10928.03,155228.72
"01/09/2020 00:00:00",9.63,17.33,15.72,9.38,237.64,238.26,237.12,0.69,10928.42,155232.58
"01/09/2020 00:30:00",19.40,18.78,12.00,11.59,237.63,238.54,237.54,0.85,10928.80,155236.50
"01/09/2020 01:00:00",10.34,18.08,15.55,9.62,238.22,239.12,238.05,0.62,10929.18,155240.38
"01/09/2020 01:30:00",15.04,17.17,14.85,10.48,238.75,239.76,238.57,0.68,10929.50,155243.63
"01/09/2020 02:00:00",13.56,22.13,13.28,11.12,239.20,240.31,239.23,0.72,10929.84,155247.00
"01/09/2020 02:30:00",11.19,16.03,20.67,10.54,240.20,241.39,240.26,0.68,10930.16,155250.36
"01/09/2020 03:00:00",10.13,16.06,15.26,8.94,240.14,241.16,240.06,0.58,10930.47,155253.61
"01/09/2020 03:30:00",28.63,28.15,27.90,17.28,239.69,240.88,240.22,1.12,10930.83,155256.97
"01/09/2020 04:00:00",10.02,13.71,14.09,8.64,240.27,241.23,240.36,0.56,10931.15,155260.36
"01/09/2020 04:30:00",9.91,14.28,13.77,8.39,239.14,240.10,239.66,0.54,10931.49,155263.91
"01/09/2020 05:00:00",9.21,27.14,18.29,12.29,238.92,239.77,239.55,0.90,10931.83,155267.70
"01/09/2020 05:30:00",16.67,15.55,15.66,10.76,238.15,239.01,238.84,0.79,10932.23,155272.25
"01/09/2020 06:00:00",20.15,26.06,25.03,15.23,239.21,239.82,239.74,1.70,10932.67,155276.91
"01/09/2020 06:30:00",18.76,15.33,12.82,11.05,238.40,239.24,238.73,1.23,10933.35,155283.30
"01/09/2020 07:00:00",20.73,25.39,31.52,16.60,237.15,237.92,237.72,1.85,10934.04,155289.64
"01/09/2020 07:30:00",19.96,17.64,14.83,11.70,236.57,237.19,237.41,1.31,10934.72,155296.78
"01/09/2020 08:00:00",12.94,18.89,17.27,10.72,234.92,235.39,235.19,1.19,10935.43,155304.53
"01/09/2020 08:30:00",19.43,27.20,18.91,15.42,233.66,234.00,233.87,1.99,10936.32,155315.25
"01/09/2020 09:00:00",16.69,28.59,17.25,12.80,236.65,237.28,236.92,1.65,10937.27,155327.55
"01/09/2020 09:30:00",14.57,17.73,14.34,10.79,237.03,237.53,237.27,1.39,10938.18,155340.97
"01/09/2020 10:00:00",15.88,21.44,18.64,12.66,236.19,236.90,236.60,1.64,10939.18,155354.28
"01/09/2020 10:30:00",18.60,29.88,18.71,15.26,236.41,236.77,236.82,1.97,10940.20,155368.55
"01/09/2020 11:00:00",45.20,42.33,17.37,24.24,236.74,237.04,236.97,3.13,10941.36,155382.09
