Timestamp,"Corrente A","Corrente B","Corrente C","Potencia","Tensao A","Tensao B","Tensao C","energy cost 1","energy cost 2","energy cost 3"
"31/08/2022 23:00:00",7.76,12.08,11.55,7.20,238.40,238.54,237.00,0.53,28461.81,403529.59
"31/08/2022 23:30:00",6.73,6.31,10.88,5.38,238.57,238.80,237.29,0.39,28462.02,403533.69
"01/09/2022 00:00:00",6.75,4.52,11.58,4.85,238.65,238.99,237.28,0.36,28462.26,403537.75
"01/09/2022 00:30:00",6.96,6.33,9.84,5.32,239.55,239.74,238.29,0.39,28462.46,403541.59
"01/09/2022 01:00:00",7.54,6.80,10.88,5.73,239.85,240.21,238.39,0.37,28462.70,403545.38
"01/09/2022 01:30:00",6.55,11.85,11.27,6.91,241.23,241.44,239.86,0.45,28462.88,403548.81
"01/09/2022 02:00:00",7.53,6.16,12.10,5.77,241.32,241.64,240.14,0.37,28463.09,403552.19
"01/09/2022 02:30:00",6.76,6.57,9.36,5.28,242.14,242.29,240.80,0.34,28463.28,403555.63
"01/09/2022 03:00:00",6.98,4.58,11.33,4.56,237.40,237.70,236.19,0.29,28463.46,403558.94
"01/09/2022 03:30:00",8.30,11.08,11.78,7.00,237.51,237.69,236.23,0.45,28463.64,403562.19
"01/09/2022 04:00:00",7.79,6.16,9.89,5.38,237.06,237.37,235.96,0.35,28463.84,403565.59
"01/09/2022 04:30:00",10.57,8.74,16.05,7.39,237.31,237.61,236.26,0.48,28464.05,403569.13
"01/09/2022 05:00:00",8.33,8.54,11.55,6.43,237.31,237.80,236.44,0.47,28464.29,403573.03
"01/09/2022 05:30:00",7.74,14.45,13.60,8.19,237.10,237.46,236.04,0.60,28464.54,403577.47
"01/09/2022 06:00:00",8.28,13.96,18.26,9.28,237.27,238.02,236.19,1.03,28464.83,403582.00
"01/09/2022 06:30:00",7.84,8.54,11.15,6.37,236.45,236.98,235.60,0.71,28465.22,403588.44
"01/09/2022 07:00:00",8.55,9.33,9.24,5.99,235.94,236.48,234.76,0.67,28465.57,403594.28
"01/09/2022 07:30:00",9.12,13.90,11.05,7.76,235.25,235.78,233.90,0.87,28465.92,403600.91
"01/09/2022 08:00:00",9.78,9.14,10.40,6.76,235.96,236.52,234.57,0.75,28466.31,403608.59
"01/09/2022 08:30:00",16.18,10.03,12.36,8.99,236.25,236.99,234.83,1.16,28466.79,403618.91
"01/09/2022 09:00:00",12.57,11.94,12.16,8.26,236.52,237.00,234.94,1.07,28467.39,403631.09
"01/09/2022 09:30:00",29.78,14.59,13.98,21.13,238.35,238.70,236.94,2.73,28468.14,403642.56
"01/09/2022 10:00:00",38.00,22.49,22.57,19.77,239.88,240.24,238.25,2.55,28469.26,403652.59
