Timestamp," Edificio: Corrente A","Edificio: Corrente B","Edificio: Corrente C","Edificio: Potencia","Edificio: Tensao A","Edificio: Tensao B","Edificio: Tensao C","Edificio: ENERGY_COST","Edificio: Cost of Energy","Cost of Energy"
"31/07/2022 23:00:00",12.33,16.71,14.75,10.14,238.15,239.10,236.77,0.74,27829.28,395325.03
"31/07/2022 23:30:00",10.99,8.76,13.79,7.77,238.37,239.02,237.04,0.57,27829.58,395329.50
"01/08/2022 00:00:00",12.92,12.62,12.00,9.10,237.53,238.31,236.56,0.67,27829.87,395333.72
"01/08/2022 00:30:00",6.16,6.78,11.43,5.49,239.22,240.01,238.00,0.40,27830.14,395338.06
"01/08/2022 01:00:00",11.58,8.15,15.37,7.50,239.09,239.93,238.09,0.49,27830.45,395342.25
"01/08/2022 01:30:00",15.27,8.04,12.28,8.33,239.60,240.52,238.58,0.54,27830.73,395345.91
"01/08/2022 02:00:00",12.51,13.66,13.74,9.24,239.71,240.31,238.63,0.60,27831.00,395349.69
"01/08/2022 02:30:00",7.50,8.20,12.72,6.51,239.49,240.14,238.43,0.42,27831.23,395353.25
"01/08/2022 03:00:00",16.70,7.96,11.40,8.08,239.46,240.40,238.47,0.52,27831.49,395356.94
"01/08/2022 03:30:00",6.33,7.08,11.94,5.67,240.28,241.10,239.33,0.37,27831.72,395360.69
"01/08/2022 04:00:00",9.77,10.61,13.77,8.41,240.32,241.03,239.08,0.54,27832.00,395364.41
"01/08/2022 04:30:00",8.24,10.83,12.98,7.45,240.12,240.80,238.88,0.48,27832.29,395368.50
"01/08/2022 05:00:00",9.19,10.21,13.93,7.85,239.51,240.02,238.44,0.58,27832.58,395372.59
"01/08/2022 05:30:00",7.92,10.47,12.75,8.38,239.87,240.54,238.61,0.61,27832.90,395377.28
"01/08/2022 06:00:00",21.34,8.54,10.13,9.32,238.79,239.67,237.69,1.04,27833.21,395381.63
"01/08/2022 06:30:00",18.69,9.21,10.48,6.19,238.38,239.02,236.84,0.69,27833.63,395387.84
"01/08/2022 07:00:00",11.72,10.01,11.91,7.66,236.25,236.68,234.54,0.85,27834.07,395394.38
"01/08/2022 07:30:00",16.51,17.75,10.49,9.81,235.27,236.00,233.76,1.09,27834.58,395401.50
"01/08/2022 08:00:00",22.54,20.09,17.97,14.14,238.38,238.64,237.31,1.58,27835.34,395410.94
"01/08/2022 08:30:00",33.38,50.18,20.43,23.78,236.33,236.28,234.87,3.07,27836.56,395425.13
"01/08/2022 09:00:00",40.40,62.41,13.61,27.18,237.03,236.85,235.74,3.51,27838.26,395442.50
"01/08/2022 09:30:00",36.49,61.16,16.74,26.61,235.68,235.28,233.98,3.44,27839.94,395459.16
"01/08/2022 10:00:00",43.20,57.39,15.05,26.87,234.86,234.56,233.16,3.47,27841.61,395475.56
"01/08/2022 10:30:00",29.72,70.83,18.64,27.14,235.03,234.18,232.89,3.51,27843.38,395490.75
"01/08/2022 11:00:00",24.73,74.20,19.33,25.97,236.48,236.41,234.77,3.36,27845.19,395506.09
"01/08/2022 11:30:00",25.06,59.80,23.35,24.82,236.17,235.61,234.02,2.77,27846.82,395519.34
"01/08/2022 12:00:00",33.27,45.52,19.80,22.81,237.46,237.73,236.14,2.54,27848.17,395531.47
"01/08/2022 12:30:00",23.55,40.76,17.38,18.62,237.45,237.10,235.99,2.08,27849.40,395542.34
"01/08/2022 13:00:00",36.94,64.84,34.20,29.89,236.99,236.54,235.93,3.33,27850.83,395553.31
"01/08/2022 13:30:00",35.44,72.02,26.67,31.06,237.09,236.73,236.07,3.46,27852.45,395565.97
"01/08/2022 14:00:00",30.15,63.36,25.85,27.53,236.88,236.99,235.51,3.07,27853.96,395578.50
"01/08/2022 14:30:00",20.68,48.31,23.66,21.68,236.80,236.49,235.14,2.42,27855.22,395590.84
"01/08/2022 15:00:00",34.35,43.65,18.75,22.54,237.34,237.36,236.00,2.51,27856.46,395602.78
"01/08/2022 15:30:00",21.40,44.98,18.10,19.52,237.60,237.35,236.06,2.18,27857.57,395614.56
"01/08/2022 16:00:00",21.19,28.55,18.66,15.89,238.35,238.58,236.61,1.77,27858.64,395626.00
"01/08/2022 16:30:00",27.69,33.76,17.67,18.27,238.41,238.76,236.94,2.04,27859.59,395637.56
"01/08/2022 17:00:00",22.62,23.21,12.77,11.82,239.51,240.23,237.98,1.32,27860.35,395646.22
"01/08/2022 17:30:00",22.10,18.27,12.46,11.62,238.08,238.67,236.70,1.30,27861.05,395653.88
"01/08/2022 18:00:00",23.88,13.24,10.54,11.04,238.33,238.90,236.99,1.23,27861.61,395661.13
"01/08/2022 18:30:00",17.47,10.39,10.48,8.72,237.90,238.34,236.49,0.97,27862.16,395667.88
"01/08/2022 19:00:00",18.66,17.43,11.92,11.15,237.78,238.25,236.31,1.24,27862.73,395674.69
"01/08/2022 19:30:00",9.69,14.93,10.60,8.05,237.89,238.33,236.52,0.90,27863.24,395681.47
"01/08/2022 20:00:00",17.07,14.64,14.77,10.65,236.81,237.04,235.28,1.19,27863.80,395689.03
"01/08/2022 20:30:00",14.15,14.26,13.78,9.62,237.38,237.82,236.01,1.07,27864.35,395697.47
"01/08/2022 21:00:00",20.04,15.63,11.90,11.00,238.33,238.69,236.74,1.23,27864.89,395705.31
"01/08/2022 21:30:00",13.95,9.02,12.40,7.89,239.03,239.40,237.26,0.88,27865.39,395712.94
"01/08/2022 22:00:00",18.34,12.31,13.16,10.20,235.14,235.70,233.60,1.14,27865.91,395720.41
"01/08/2022 22:30:00",16.69,15.66,12.88,10.49,236.46,236.96,235.04,1.17,27866.42,395727.59
