Timestamp," Edificio: Corrente A","Edificio: Corrente B","Edificio: Corrente C","Edificio: Potencia","Edificio: Tensao A","Edificio: Tensao B","Edificio: Tensao C","Edificio: ENERGY_COST","Edificio: Cost of Energy","Cost of Energy"
"01/03/2022 00:00:00",6.47,12.99,15.15,10.20,238.74,238.99,236.66,0.75,23917.18,340922.94
"01/03/2022 00:30:00",5.76,11.29,13.10,6.88,239.17,239.73,237.21,0.50,23917.43,340927.13
"01/03/2022 01:00:00",11.77,12.25,10.25,7.95,239.72,240.05,237.79,0.58,23917.70,340931.19
"01/03/2022 01:30:00",5.90,8.36,20.97,8.02,239.93,240.23,237.93,0.59,23917.95,340935.22
"01/03/2022 02:00:00",5.86,8.18,17.06,7.14,239.70,240.05,237.69,0.46,23918.21,340939.25
"01/03/2022 02:30:00",5.71,6.82,18.65,6.61,240.23,240.69,238.50,0.43,23918.43,340942.56
"01/03/2022 03:00:00",8.40,13.55,11.26,7.01,240.59,240.98,238.78,0.45,23918.66,340946.06
"01/03/2022 03:30:00",13.12,6.46,11.17,5.34,240.68,241.32,238.94,0.35,23918.86,340949.69
"01/03/2022 04:00:00",16.68,8.30,10.28,7.16,241.16,241.09,239.23,0.46,23919.11,340953.31
"01/03/2022 04:30:00",17.71,8.83,18.45,7.82,241.00,241.39,239.18,0.51,23919.32,340956.97
"01/03/2022 05:00:00",5.82,15.15,13.10,7.82,241.18,241.56,239.30,0.51,23919.56,340960.47
"01/03/2022 05:30:00",10.85,15.68,13.84,8.57,238.75,239.33,237.20,0.55,23919.81,340964.28
"01/03/2022 06:00:00",7.11,11.59,11.82,6.81,238.57,239.26,237.53,0.50,23920.10,340968.28
"01/03/2022 06:30:00",7.90,8.87,20.87,8.66,237.74,238.25,236.70,0.64,23920.40,340972.97
"01/03/2022 07:00:00",13.52,7.70,9.49,6.98,237.93,238.37,237.23,0.78,23920.71,340977.78
"01/03/2022 07:30:00",12.98,18.14,10.01,9.63,237.05,238.09,236.56,1.07,23921.16,340984.00
"01/03/2022 08:00:00",6.23,12.66,9.25,6.44,237.58,238.67,237.09,0.72,23921.62,340990.06
"01/03/2022 08:30:00",6.78,11.94,9.19,6.41,237.53,238.71,237.31,0.71,23922.00,340995.66
"01/03/2022 09:00:00",6.40,8.69,8.98,5.57,238.68,239.62,237.70,0.62,23922.33,341000.88
