Timestamp," Edificio: Corrente A","Edificio: Corrente B","Edificio: Corrente C","Edificio: Potencia","Edificio: Tensao A","Edificio: Tensao B","Edificio: Tensao C","Edificio: ENERGY_COST","Edificio: Cost of Energy","Cost of Energy"
"31/03/2023 23:00:00",8.04,8.65,23.05,13.94,239.50,240.71,239.49,1.02,32288.13,449056.78
"31/03/2023 23:30:00",7.37,7.94,10.02,6.35,240.30,241.11,239.57,0.47,32288.23,449056.97
"01/04/2023 00:00:00",,,,,,,,,32288.28,
"01/04/2023 00:30:00",9.35,8.32,7.80,5.23,236.13,237.73,236.60,0.38,32288.39,449057.38
"01/04/2023 01:00:00",6.73,6.37,6.97,4.36,235.99,237.11,235.86,0.28,32288.45,449057.44
"01/04/2023 01:30:00",,,,,,,,,32288.51,
"01/04/2023 02:00:00",,,,,,,,,32288.58,
"01/04/2023 02:30:00",,,,,,,,,32288.65,
"01/04/2023 03:00:00",8.40,13.52,10.22,6.97,237.54,238.64,237.24,0.45,32288.73,449057.97
"01/04/2023 03:30:00",,,,,,,,,32288.83,
"01/04/2023 04:00:00",,,,,,,,,32288.89,
"01/04/2023 04:30:00",,,,,,,,,32288.94,
"01/04/2023 05:00:00",6.95,9.02,16.18,7.03,235.47,237.09,236.00,0.52,32289.00,449058.47
"01/04/2023 05:30:00",7.08,7.36,8.71,6.92,235.84,237.01,236.06,0.51,32289.04,449058.59
"01/04/2023 06:00:00",8.42,17.17,16.25,12.36,236.12,237.63,236.40,0.91,32289.11,449058.78
"01/04/2023 06:30:00",,,,,,,,,32289.16,
"01/04/2023 07:00:00",5.90,4.76,6.16,5.30,237.09,238.04,236.91,0.39,32289.24,449059.00
"01/04/2023 07:30:00",,,,,,,,,32289.28,
"01/04/2023 08:00:00",,,,,,,,,32289.35,
"01/04/2023 08:30:00",,,,,,,,,32289.53,
"01/04/2023 09:00:00",5.13,10.82,6.67,4.68,237.97,239.14,237.64,0.52,32289.60,449059.53
"01/04/2023 09:30:00",,,,,,,,,32289.65,
"01/04/2023 10:00:00",,,,,,,,,32289.69,
"01/04/2023 10:30:00",,,,,,,,,32289.75,
"01/04/2023 11:00:00",,,,,,,,,32289.83,
"01/04/2023 11:30:00",,,,,,,,,32289.92,
"01/04/2023 12:00:00",,,,,,,,,32290.04,
"01/04/2023 12:30:00",,,,,,,,,32290.06,
"01/04/2023 13:00:00",,,,,,,,,32290.13,
"01/04/2023 13:30:00",4.96,5.85,4.05,2.61,237.42,238.80,237.06,0.19,32290.17,449060.50
"01/04/2023 14:00:00",6.29,5.07,6.32,3.70,238.46,239.59,237.15,0.27,32290.23,449060.66
"01/04/2023 14:30:00",,,,,,,,,32290.30,
"01/04/2023 15:00:00",,,,,,,,,32290.36,
"01/04/2023 15:30:00",8.12,14.72,5.66,7.28,238.44,239.54,237.39,0.53,32290.42,449060.97
"01/04/2023 16:00:00",5.73,6.25,7.84,3.62,239.19,240.28,238.70,0.27,32290.47,449061.03
"01/04/2023 16:30:00",,,,,,,,,32290.54,
"01/04/2023 17:00:00",,,,,,,,,32290.62,
"01/04/2023 17:30:00",6.74,21.57,13.42,9.32,239.01,240.26,238.05,0.68,32290.69,449061.38
"01/04/2023 18:00:00",8.43,9.59,8.88,6.12,238.12,239.24,237.81,0.45,32290.78,449061.53
"01/04/2023 18:30:00",7.18,8.36,14.20,9.71,240.76,241.56,239.83,0.71,32290.84,449061.63
"01/04/2023 19:00:00",,,,,,,,,32290.94,
"01/04/2023 19:30:00",,,,,,,,,32291.04,
"01/04/2023 20:00:00",,,,,,,,,32291.11,
"01/04/2023 20:30:00",7.54,9.63,9.22,5.93,240.06,241.08,239.00,0.66,32291.21,449062.41
"01/04/2023 21:00:00",8.66,9.09,16.44,5.99,238.47,239.78,237.18,0.44,32291.31,449062.56
"01/04/2023 21:30:00",,,,,,,,,32291.38,
"01/04/2023 22:00:00",,,,,,,,,32291.46,
"01/04/2023 22:30:00",,,,,,,,,32291.53,
"01/04/2023 23:00:00",,,,,,,,,32291.56,
"01/04/2023 23:30:00",,,,,,,,,32291.68,
"02/04/2023 00:00:00",,,,,,,,,32291.76,
"02/04/2023 00:30:00",12.21,8.99,8.62,6.73,238.22,238.88,237.19,0.49,32291.84,449063.59
"02/04/2023 01:00:00",,,,,,,,,32291.93,
"02/04/2023 01:30:00",,,,,,,,,32292.03,
