Timestamp," Edificio: Corrente A","Edificio: Corrente B","Edificio: Corrente C","Edificio: Potencia","Edificio: Tensao A","Edificio: Tensao B","Edificio: Tensao C","Edificio: ENERGY_COST","Edificio: Cost of Energy","Cost of Energy"
"01/03/2023 00:00:00",,,,,,,,,31964.48,
"01/03/2023 00:30:00",,,,,,,,,31964.58,
"01/03/2023 01:00:00",15.10,5.63,7.78,6.57,238.29,239.76,237.16,0.48,31964.70,448234.56
"01/03/2023 01:30:00",7.81,9.26,9.44,5.68,236.89,237.53,235.74,0.42,31964.82,448234.97
"01/03/2023 02:00:00",7.22,9.57,9.66,6.41,237.16,237.98,235.71,0.42,31964.98,448235.50
"01/03/2023 02:30:00",,,,,,,,,31965.14,
"01/03/2023 03:00:00",,,,,,,,,31965.29,
"01/03/2023 03:30:00",,,,,,,,,31965.42,
"01/03/2023 04:00:00",,,,,,,,,31965.53,
"01/03/2023 04:30:00",7.57,16.64,19.09,10.44,238.16,239.03,237.05,0.68,31965.69,448239.03
"01/03/2023 05:00:00",,,,,,,,,31965.87,
"01/03/2023 05:30:00",,,,,,,,,31966.06,
"01/03/2023 06:00:00",11.25,11.49,17.42,9.20,236.42,236.83,235.32,0.68,31966.22,448240.72
"01/03/2023 06:30:00",7.84,20.81,9.67,8.84,234.63,235.48,233.80,0.65,31966.44,448241.56
"01/03/2023 07:00:00",16.08,19.92,11.25,13.21,234.11,234.97,233.15,1.47,31966.69,448242.97
"01/03/2023 07:30:00",,,,,,,,,31966.97,
"01/03/2023 08:00:00",6.55,9.83,9.12,5.54,236.78,237.45,235.63,0.62,31967.32,448246.00
"01/03/2023 08:30:00",,,,,,,,,31967.73,
"01/03/2023 09:00:00",15.60,20.71,16.99,13.47,234.09,234.61,232.81,1.50,31968.09,448251.97
"01/03/2023 09:30:00",,,,,,,,,31968.57,
"01/03/2023 10:00:00",52.04,34.60,29.90,27.53,236.90,237.77,236.27,3.56,31969.49,448256.81
"01/03/2023 10:30:00",44.58,16.14,26.86,20.26,237.53,238.45,236.66,2.62,31970.53,448260.00
"01/03/2023 11:00:00",,,,,,,,,31971.76,
"01/03/2023 11:30:00",50.10,55.59,45.63,35.05,236.81,237.92,236.27,4.53,31972.81,448266.81
"01/03/2023 12:00:00",51.23,40.67,32.55,29.96,237.27,238.76,237.45,3.34,31974.04,448270.25
