Timestamp," Edificio: Corrente A","Edificio: Corrente B","Edificio: Corrente C","Edificio: Potencia","Edificio: Tensao A","Edificio: Tensao B","Edificio: Tensao C","Edificio: ENERGY_COST","Edificio: Cost of Energy","Cost of Energy"
"01/12/2022 00:00:00",6.29,15.50,7.65,6.83,239.67,240.28,238.82,0.50,30560.77,435370.28
"01/12/2022 00:30:00",7.08,8.46,13.96,6.83,240.70,241.27,239.76,0.50,30561.02,435374.53
"01/12/2022 01:00:00",6.46,13.88,18.26,8.63,241.12,241.56,240.11,0.63,30561.31,435378.88
"01/12/2022 01:30:00",6.78,13.65,16.96,9.33,238.90,239.52,238.08,0.68,30561.56,435382.88
"01/12/2022 02:00:00",9.18,7.16,18.18,11.57,238.54,239.14,237.99,0.75,30561.80,435386.88
"01/12/2022 02:30:00",16.57,6.51,8.77,6.02,238.20,238.80,237.72,0.39,30562.01,435390.28
"01/12/2022 03:00:00",6.49,7.27,8.70,4.69,237.86,238.34,237.27,0.30,30562.22,435393.72
"01/12/2022 03:30:00",6.55,13.04,7.42,6.16,237.36,237.79,236.67,0.40,30562.44,435397.13
"01/12/2022 04:00:00",6.87,14.45,8.25,7.47,239.48,239.68,238.77,0.48,30562.68,435400.59
"01/12/2022 04:30:00",6.35,9.60,7.67,8.80,237.63,238.17,237.17,0.57,30562.91,435404.22
"01/12/2022 05:00:00",6.37,7.49,7.48,4.88,238.33,238.69,237.74,0.32,30563.12,435407.69
"01/12/2022 05:30:00",5.51,6.52,6.64,4.01,236.94,237.51,236.38,0.26,30563.33,435411.00
"01/12/2022 06:00:00",6.62,21.13,19.44,10.70,237.88,238.16,236.89,0.79,30563.54,435414.31
"01/12/2022 06:30:00",6.58,9.91,11.50,6.02,234.14,234.86,233.77,0.44,30563.81,435418.13
"01/12/2022 07:00:00",7.31,7.44,26.38,10.18,237.71,238.67,237.62,1.14,30564.06,435421.91
"01/12/2022 07:30:00",5.99,7.48,8.27,5.34,236.68,237.24,236.45,0.60,30564.40,435427.19
"01/12/2022 08:00:00",6.09,13.51,8.69,6.19,238.89,239.53,238.18,0.69,30564.76,435432.53
"01/12/2022 08:30:00",6.52,7.74,7.61,4.55,238.56,239.48,237.98,0.51,30565.10,435438.44
"01/12/2022 09:00:00",13.19,12.62,7.40,7.80,239.49,240.20,239.03,0.87,30565.53,435444.25
"01/12/2022 09:30:00",8.08,11.52,7.63,7.03,237.78,238.70,237.16,0.91,30565.99,435450.06
"01/12/2022 10:00:00",7.41,8.12,7.21,5.52,236.56,237.62,236.26,0.71,30566.40,435456.66
"01/12/2022 10:30:00",7.27,13.31,14.84,11.51,236.90,237.45,236.23,1.49,30566.83,435463.28
"01/12/2022 11:00:00",14.52,8.20,9.90,7.11,235.84,236.51,234.95,0.92,30567.22,435469.81
"01/12/2022 11:30:00",6.00,5.88,9.83,5.25,237.75,238.56,236.91,0.68,30567.62,435475.53
"01/12/2022 12:00:00",7.13,7.32,10.94,5.13,238.00,238.65,237.23,0.57,30568.04,435480.84
"01/12/2022 12:30:00",9.93,7.69,11.32,6.61,237.63,238.46,237.05,0.74,30568.41,435485.69
"01/12/2022 13:00:00",6.94,14.46,10.96,6.56,237.36,238.05,236.54,0.73,30568.76,435489.97
"01/12/2022 13:30:00",7.54,8.46,14.15,6.90,237.06,237.82,236.25,0.77,30569.06,435494.53
"01/12/2022 14:00:00",16.05,10.19,8.34,7.93,238.08,238.77,237.78,0.88,30569.41,435499.53
"01/12/2022 14:30:00",7.36,6.29,5.89,4.31,237.00,238.15,236.49,0.48,30569.76,435504.59
"01/12/2022 15:00:00",14.17,19.82,14.31,12.54,237.59,238.11,236.69,1.40,30570.13,435510.38
"01/12/2022 15:30:00",7.41,9.10,7.34,5.46,237.83,239.16,237.64,0.61,30570.55,435516.66
"01/12/2022 16:00:00",11.31,8.63,7.95,6.45,238.13,238.70,237.30,0.72,30570.93,435523.47
"01/12/2022 16:30:00",16.40,15.22,7.51,9.22,237.50,238.23,236.92,1.03,30571.30,435530.19
"01/12/2022 17:00:00",7.51,9.72,9.09,5.88,239.47,240.33,239.00,0.66,30571.68,435536.75
"01/12/2022 17:30:00",11.61,13.67,12.65,8.89,238.28,238.92,237.22,0.99,30572.07,435543.75
"01/12/2022 18:00:00",10.26,8.65,10.06,6.15,238.76,239.46,237.81,0.69,30572.45,435551.03
"01/12/2022 18:30:00",7.53,8.24,8.19,5.58,238.45,238.57,237.04,0.72,30572.84,435558.22
"01/12/2022 19:00:00",7.17,8.39,18.73,7.14,237.84,238.38,236.45,0.92,30573.30,435566.59
"01/12/2022 19:30:00",7.98,18.17,7.87,7.96,238.53,238.59,236.99,1.03,30573.76,435574.56
"01/12/2022 20:00:00",7.85,15.40,16.22,9.77,237.91,238.34,236.99,1.26,30574.21,435582.56
"01/12/2022 20:30:00",9.91,8.15,7.88,4.92,241.43,241.70,240.05,0.64,30574.63,435590.19
"01/12/2022 21:00:00",7.20,14.76,9.47,6.80,238.50,238.80,237.17,0.76,30575.11,435597.31
"01/12/2022 21:30:00",7.94,7.87,7.43,5.44,239.22,239.72,237.79,0.61,30575.49,435603.56
"01/12/2022 22:00:00",14.16,15.74,13.75,10.41,238.98,239.12,237.30,1.16,30575.88,435610.22
"01/12/2022 22:30:00",7.95,8.17,14.42,7.15,240.08,240.56,238.67,0.80,30576.26,435616.44
"01/12/2022 23:00:00",9.96,8.52,16.99,7.32,239.02,239.57,237.79,0.82,30576.62,435622.78
"01/12/2022 23:30:00",8.96,18.00,7.62,8.04,238.24,239.04,237.29,0.90,30577.02,435628.63
"02/12/2022 00:00:00",6.46,14.82,9.79,7.25,236.70,237.38,235.41,0.53,30577.39,435634.28
"02/12/2022 00:30:00",6.18,10.05,8.01,5.64,237.60,238.10,236.16,0.41,30577.67,435638.06
"02/12/2022 01:00:00",6.91,15.86,11.05,7.28,237.81,238.20,236.39,0.53,30577.92,435641.84
"02/12/2022 01:30:00",8.79,8.34,7.24,5.33,238.84,239.31,237.34,0.39,30578.14,435645.53
"02/12/2022 02:00:00",6.20,15.14,11.70,7.36,238.80,239.27,237.28,0.48,30578.39,435649.16
"02/12/2022 02:30:00",5.88,5.07,9.04,3.86,239.48,239.84,238.07,0.25,30578.60,435652.19
"02/12/2022 03:00:00",6.80,8.76,7.61,5.63,240.45,240.52,238.86,0.36,30578.83,435655.41
"02/12/2022 03:30:00",6.66,8.68,7.08,7.93,240.42,240.67,239.09,0.51,30579.06,435658.59
"02/12/2022 04:00:00",6.53,7.71,19.26,6.35,240.55,241.01,238.97,0.41,30579.27,435661.78
"02/12/2022 04:30:00",6.19,21.76,16.59,13.26,240.41,240.55,239.01,0.86,30579.49,435665.09
"02/12/2022 05:00:00",7.39,9.37,9.01,6.40,240.39,240.57,239.20,0.41,30579.73,435668.56
"02/12/2022 05:30:00",6.70,20.17,8.48,8.11,239.36,239.41,238.01,0.52,30579.98,435672.31
"02/12/2022 06:00:00",7.81,9.87,16.07,8.70,239.08,239.59,238.10,0.64,30580.26,435676.34
"02/12/2022 06:30:00",15.81,20.32,14.89,12.67,236.52,237.11,235.80,0.93,30580.57,435680.88
"02/12/2022 07:00:00",7.98,13.20,16.00,8.74,237.76,238.28,236.57,0.97,30580.91,435685.50
"02/12/2022 07:30:00",7.31,16.92,8.13,7.32,235.74,236.27,234.69,0.82,30581.39,435692.56
"02/12/2022 08:00:00",23.96,15.84,7.73,8.38,234.72,235.42,234.19,0.93,30581.80,435700.63
"02/12/2022 08:30:00",13.91,24.02,9.88,10.91,234.13,234.95,233.02,1.22,30582.34,435709.66
"02/12/2022 09:00:00",23.99,11.66,12.83,8.68,233.95,234.45,233.26,0.97,30582.94,435719.25
"02/12/2022 09:30:00",20.91,17.41,12.73,11.78,234.99,235.29,233.94,1.52,30583.61,435731.72
"02/12/2022 10:00:00",30.15,25.03,12.63,15.90,234.77,234.64,233.36,2.05,30584.80,435747.47
"02/12/2022 10:30:00",30.84,34.01,17.12,16.49,234.86,235.08,233.13,2.13,30585.73,435764.34
"02/12/2022 11:00:00",17.81,27.38,18.37,13.46,234.43,234.91,233.11,1.74,30586.75,435782.88
"02/12/2022 11:30:00",35.86,20.84,14.72,16.30,234.08,234.82,233.02,2.11,30587.79,435797.53
"02/12/2022 12:00:00",28.28,25.31,17.22,16.91,234.18,234.54,232.49,1.89,30588.86,435813.25
"02/12/2022 12:30:00",23.73,21.90,15.36,13.51,234.23,234.80,233.13,1.51,30589.87,435827.91
"02/12/2022 13:00:00",28.46,14.88,10.92,9.98,234.77,235.47,233.87,1.11,30590.58,435841.34
"02/12/2022 13:30:00",11.52,16.69,18.17,10.65,235.16,236.07,234.12,1.19,30591.14,435854.81
"02/12/2022 14:00:00",10.28,21.74,15.94,11.14,234.55,235.83,233.51,1.24,30591.69,435866.69
"02/12/2022 14:30:00",13.79,40.57,16.49,15.89,234.85,235.21,233.85,1.77,30592.45,435879.03
"02/12/2022 15:00:00",30.75,25.36,15.40,16.68,235.02,235.09,233.40,1.86,30593.30,435892.28
"02/12/2022 15:30:00",17.70,32.47,16.20,15.28,235.74,235.66,234.26,1.70,30594.17,435906.47
"02/12/2022 16:00:00",22.78,20.89,14.31,13.92,236.66,236.44,234.40,1.55,30595.03,435921.09
"02/12/2022 16:30:00",15.51,25.82,14.44,13.54,237.31,237.64,235.56,1.51,30595.77,435935.47
"02/12/2022 17:00:00",18.63,13.27,15.22,11.05,237.11,237.35,235.56,1.23,30596.54,435950.31
"02/12/2022 17:30:00",11.62,20.04,11.29,10.32,236.13,236.70,234.64,1.15,30597.15,435965.81
"02/12/2022 18:00:00",20.95,12.91,13.22,11.10,236.37,236.82,234.88,1.24,30597.74,435980.88
"02/12/2022 18:30:00",9.80,15.09,11.47,8.41,236.98,236.86,235.26,1.09,30598.31,435995.34
"02/12/2022 19:00:00",28.23,11.03,17.60,10.56,236.67,237.52,235.43,1.36,30598.95,436011.31
"02/12/2022 19:30:00",10.18,9.75,17.87,10.00,237.06,237.07,235.31,1.29,30599.56,436026.50
"02/12/2022 20:00:00",11.60,13.36,12.45,8.78,236.54,236.99,235.21,1.13,30600.22,436041.38
"02/12/2022 20:30:00",16.84,31.28,13.12,14.39,237.51,237.33,235.64,1.86,30600.99,436055.22
"02/12/2022 21:00:00",9.76,13.84,12.44,8.49,238.93,238.82,236.95,0.95,30601.69,436068.22
"02/12/2022 21:30:00",13.61,8.90,11.83,8.04,238.58,239.09,237.37,0.90,30602.23,436078.88
"02/12/2022 22:00:00",16.23,7.51,8.24,7.56,240.81,241.18,239.53,0.84,30602.74,436088.31
"02/12/2022 22:30:00",15.23,14.16,7.51,8.69,238.31,238.78,236.89,0.97,30603.18,436096.16
"02/12/2022 23:00:00",7.12,7.73,7.92,5.20,235.28,235.49,233.77,0.58,30603.56,436103.66
"02/12/2022 23:30:00",6.09,5.23,7.02,5.13,238.37,239.02,237.57,0.57,30603.98,436110.84
"03/12/2022 00:00:00",6.59,9.64,13.44,7.00,240.49,240.78,239.23,0.51,30604.35,436117.84
"03/12/2022 00:30:00",6.31,14.09,7.40,6.53,241.18,241.84,240.31,0.48,30604.61,436122.22
"03/12/2022 01:00:00",9.28,8.00,11.22,5.52,238.46,239.04,237.44,0.41,30604.84,436126.34
"03/12/2022 01:30:00",6.23,5.66,7.14,4.42,239.15,239.51,238.38,0.32,30605.06,436130.31
"03/12/2022 02:00:00",6.22,6.55,6.92,4.59,239.56,239.78,238.32,0.30,30605.29,436134.25
"03/12/2022 02:30:00",5.54,10.54,15.64,7.08,239.39,239.56,238.28,0.46,30605.50,436137.59
"03/12/2022 03:00:00",11.47,15.27,7.72,8.16,240.44,240.81,239.63,0.53,30605.70,436141.00
"03/12/2022 03:30:00",6.70,5.96,7.23,4.54,239.02,239.37,238.16,0.29,30605.89,436144.28
"03/12/2022 04:00:00",14.22,9.68,14.52,8.91,237.41,237.77,236.41,0.58,30606.10,436147.66
"03/12/2022 04:30:00",6.36,7.67,7.05,5.15,237.42,237.91,236.63,0.33,30606.30,436150.94
"03/12/2022 05:00:00",5.81,13.87,7.10,6.36,238.25,238.77,237.25,0.41,30606.51,436154.22
"03/12/2022 05:30:00",5.65,9.66,7.62,5.13,237.03,237.90,236.47,0.33,30606.70,436157.53
"03/12/2022 06:00:00",11.52,5.87,8.99,6.09,236.88,237.75,236.60,0.45,30606.88,436160.91
"03/12/2022 06:30:00",6.10,11.55,14.11,8.00,236.18,236.97,235.65,0.59,30607.11,436164.75
"03/12/2022 07:00:00",13.85,8.34,6.84,6.77,235.82,236.71,235.32,0.50,30607.33,436168.50
"03/12/2022 07:30:00",6.43,12.30,6.13,5.72,235.04,235.85,234.18,0.42,30607.54,436172.03
