Timestamp,"Corrente A","Corrente B","Corrente C","Potencia","Tensao A","Tensao B","Tensao C","energy cost 1","energy cost 2","energy cost 3"
"01/01/2021 00:00:00",12.30,6.97,12.93,7.33,238.49,239.99,238.04,0.54,14022.85,198113.20
"01/01/2021 00:30:00",9.23,6.49,14.18,7.14,238.33,240.13,238.24,0.52,14023.09,198116.78
"01/01/2021 01:00:00",8.83,7.08,7.47,5.20,237.16,238.60,236.49,0.38,14023.31,198120.42
"01/01/2021 01:30:00",8.30,5.87,7.07,4.66,238.12,239.31,237.45,0.34,14023.54,198123.92
"01/01/2021 02:00:00",14.69,5.15,13.01,7.32,234.99,236.77,234.44,0.47,14023.76,198127.41
"01/01/2021 02:30:00",8.10,13.87,6.75,6.28,236.49,238.16,235.83,0.41,14023.98,198130.53
"01/01/2021 03:00:00",8.50,10.90,7.00,6.11,237.88,239.47,237.13,0.40,14024.20,198133.63
"01/01/2021 03:30:00",8.68,13.21,6.53,6.61,236.23,237.95,235.54,0.43,14024.42,198136.73
"01/01/2021 04:00:00",11.72,13.90,6.29,6.71,236.41,238.06,235.70,0.43,14024.61,198139.80
"01/01/2021 04:30:00",10.67,18.68,5.63,8.11,236.71,238.41,235.95,0.52,14024.81,198142.94
"01/01/2021 05:00:00",14.86,5.51,6.88,5.92,237.00,238.74,236.34,0.38,14025.01,198146.20
"01/01/2021 05:30:00",8.43,5.42,7.15,4.29,236.68,238.46,235.96,0.28,14025.20,198149.36
"01/01/2021 06:00:00",8.78,7.24,8.51,5.23,236.77,238.60,236.18,0.38,14025.43,198152.52
"01/01/2021 06:30:00",11.72,6.94,7.12,6.17,236.08,237.88,235.57,0.45,14025.64,198156.00
"01/01/2021 07:00:00",8.21,12.36,12.29,7.44,235.68,237.50,235.03,0.83,14025.87,198159.55
"01/01/2021 07:30:00",9.18,7.01,6.74,5.23,236.14,238.22,235.72,0.58,14026.19,198164.06
"01/01/2021 08:00:00",14.47,5.66,5.94,5.82,236.63,238.45,236.26,0.65,14026.58,198168.44
"01/01/2021 08:30:00",10.65,5.51,7.89,5.45,235.77,237.99,235.61,0.61,14026.91,198172.78
"01/01/2021 09:00:00",12.02,7.53,10.53,7.34,234.86,236.90,234.82,0.82,14027.38,198177.25
"01/01/2021 09:30:00",7.11,5.02,5.95,4.00,238.29,239.62,237.75,0.52,14027.70,198181.63
"01/01/2021 10:00:00",5.91,8.67,6.14,4.31,237.99,239.43,237.21,0.56,14028.03,198186.92
"01/01/2021 10:30:00",16.25,3.13,4.46,5.44,237.29,238.74,236.90,0.70,14028.32,198192.73
"01/01/2021 11:00:00",12.00,7.83,5.03,5.38,235.85,237.17,235.69,0.69,14028.62,198198.80
"01/01/2021 11:30:00",5.31,2.69,3.81,2.77,234.87,236.35,234.52,0.36,14028.90,198205.30
"01/01/2021 12:00:00",6.23,6.47,4.94,3.91,234.90,236.28,234.41,0.44,14029.22,198211.81
"01/01/2021 12:30:00",5.44,7.47,9.40,5.11,235.90,237.36,235.17,0.57,14029.50,198217.20
"01/01/2021 13:00:00",8.87,6.54,6.97,5.03,241.13,242.17,240.33,0.56,14029.82,198222.95
"01/01/2021 13:30:00",8.34,6.48,5.77,4.71,238.57,239.90,237.93,0.53,14030.22,198227.59
"01/01/2021 14:00:00",12.72,3.74,6.78,5.21,235.09,236.12,234.06,0.58,14030.53,198232.78
"01/01/2021 14:30:00",7.67,4.59,13.46,5.64,235.08,236.05,233.87,0.63,14030.86,198238.08
"01/01/2021 15:00:00",9.48,12.88,6.13,6.63,236.76,237.71,236.01,0.74,14031.29,198242.88
"01/01/2021 15:30:00",12.38,6.81,7.45,5.96,234.79,235.35,233.72,0.66,14031.67,198247.64
"01/01/2021 16:00:00",9.55,12.77,6.27,6.62,235.77,236.58,235.08,0.74,14032.05,198252.45
"01/01/2021 16:30:00",11.29,6.19,6.53,5.28,237.02,238.52,236.61,0.59,14032.46,198257.48
"01/01/2021 17:00:00",18.30,11.65,8.20,8.74,238.66,240.17,238.41,0.97,14032.83,198262.63
"01/01/2021 17:30:00",11.57,6.22,5.42,5.28,237.50,238.79,236.88,0.59,14033.23,198267.91
"01/01/2021 18:00:00",13.19,18.40,8.18,9.13,234.75,236.15,234.05,1.02,14033.68,198274.20
"01/01/2021 18:30:00",28.81,7.61,8.11,10.33,234.85,236.33,234.62,1.33,14034.11,198280.14
"01/01/2021 19:00:00",12.32,7.48,7.52,6.30,235.42,236.65,234.56,0.81,14034.56,198287.00
"01/01/2021 19:30:00",11.24,7.42,5.99,5.60,234.47,235.77,233.98,0.72,14035.02,198293.86
"01/01/2021 20:00:00",24.83,6.21,6.70,8.51,234.28,235.42,233.71,1.10,14035.50,198300.78
"01/01/2021 20:30:00",11.39,14.98,14.56,9.59,235.69,237.11,235.03,1.24,14035.99,198307.77
"01/01/2021 21:00:00",23.70,7.39,12.70,10.18,236.23,237.84,235.94,1.14,14036.49,198314.80
"01/01/2021 21:30:00",9.42,13.13,8.03,7.18,239.83,241.00,239.32,0.80,14036.92,198320.67
"01/01/2021 22:00:00",9.85,8.36,7.16,5.65,237.36,238.62,236.54,0.63,14037.30,198326.53
"01/01/2021 22:30:00",15.37,10.92,8.19,7.49,239.44,240.83,238.91,0.84,14037.73,198332.39
"01/01/2021 23:00:00",18.60,12.61,5.99,8.68,237.97,239.03,236.94,0.97,14038.13,198338.20
"01/01/2021 23:30:00",11.49,5.72,14.01,7.04,238.41,240.07,237.52,0.78,14038.48,198344.03
"02/01/2021 00:00:00",8.68,13.66,8.70,7.19,241.19,242.68,240.17,0.53,14038.89,198349.80
