STN---,WBAN,YEARMODA,TEMP,1?,DEWP,2?,SLP,3?,STP,4?,VISIB,5?,WDSP,6?,MXSPD,GUST,MAX,MIN,PRCP,SNDP,FRSHTT,
085360,99999,20140101,57.7,24,55.6,24,9999.9,0,9999.9,0,5.7,24,11.9,24,18.1,26.0,59.0,51.8,99.99,999.9,010000,
085360,99999,20140102,59.5,24,57.5,24,9999.9,0,9999.9,0,5.0,24,14.2,24,18.1,27.0,60.8,59.0,99.99,999.9,010000,
085360,99999,20140103,57.6,24,55.6,24,9999.9,0,9999.9,0,5.3,24,8.2,24,15.0,999.9,59.0,53.6,99.99,999.9,010000,
085360,99999,20140104,54.6,24,49.8,24,9999.9,0,9999.9,0,6.0,24,13.7,24,25.1,38.1,59.0,44.6,99.99,999.9,010000,
085360,99999,20140105,56.4,24,53.2,24,9999.9,0,9999.9,0,6.1,24,10.5,24,19.0,999.9,60.8,46.4,0.00,999.9,000000,
085360,99999,20140106,58.7,24,56.4,24,9999.9,0,9999.9,0,4.8,24,15.3,24,22.0,26.0,60.8,57.2,99.99,999.9,010000,
085360,99999,20140107,58.0,24,56.9,24,9999.9,0,9999.9,0,3.8,24,13.0,24,21.0,31.1,59.0,57.2,99.99,999.9,010000,
085360,99999,20140108,56.0,24,52.5,24,9999.9,0,9999.9,0,6.2,19,6.8,24,12.0,17.1,60.8,51.8,0.00,999.9,000000,
085360,99999,20140109,54.7,24,47.1,24,9999.9,0,9999.9,0,999.9,0,4.8,24,8.0,18.1,60.8,50.0,0.00,999.9,000000,
085360,99999,20140110,54.0,24,47.4,24,9999.9,0,9999.9,0,999.9,0,4.8,24,8.0,18.1,62.6,48.2,0.00,999.9,000000,
085360,99999,20140111,48.4,24,47.4,24,9999.9,0,9999.9,0,3.0,20,3.2,24,7.0,999.9,51.8,44.6,0.00,999.9,100000,
085360,99999,20140112,52.1,24,50.8,24,9999.9,0,9999.9,0,3.2,24,4.4,24,13.0,21.0,60.8,46.4,99.99,999.9,110000,
085360,99999,20140113,52.3,24,45.6,24,9999.9,0,9999.9,0,6.2,24,6.5,24,13.0,17.1,57.2,48.2,99.99,999.9,010000,
085360,99999,20140114,55.8,24,52.5,24,9999.9,0,9999.9,0,6.1,24,7.3,24,14.0,999.9,59.0,51.8,99.99,999.9,010000,
085360,99999,20140115,55.0,24,53.1,24,9999.9,0,9999.9,0,5.8,24,6.4,24,13.0,999.9,57.2,51.8,99.99,999.9,010000,
085360,99999,20140116,51.6,24,44.8,24,9999.9,0,9999.9,0,6.2,24,6.0,24,11.1,21.0,55.4,46.4,99.99,999.9,010000,
085360,99999,20140117,48.7,24,46.1,24,9999.9,0,9999.9,0,5.4,24,6.5,24,18.1,22.0,53.6,42.8,99.99,999.9,010110,
085360,99999,20140118,50.9,24,45.0,24,9999.9,0,9999.9,0,6.1,24,7.8,24,13.0,24.1,55.4,48.2,99.99,999.9,010000,
085360,99999,20140119,50.1,24,42.0,24,9999.9,0,9999.9,0,6.1,24,10.2,24,17.1,28.9,55.4,46.4,99.99,999.9,010000,
085360,99999,20140120,50.1,24,44.2,24,9999.9,0,9999.9,0,6.2,22,4.2,24,8.9,999.9,57.2,44.6,0.00,999.9,000000,
085360,99999,20140121,52.8,24,51.1,24,9999.9,0,9999.9,0,4.6,24,6.1,24,19.0,999.9,57.2,46.4,99.99,999.9,110000,
085360,99999,20140122,53.4,24,47.8,24,9999.9,0,9999.9,0,6.0,24,10.1,24,22.0,28.0,57.2,50.0,99.99,999.9,010000,
085360,99999,20140123,52.0,24,43.3,24,9999.9,0,9999.9,0,6.2,15,12.3,24,18.1,25.1,59.0,48.2,0.00,999.9,000000,
085360,99999,20140124,52.4,24,47.1,24,9999.9,0,9999.9,0,6.2,22,8.1,24,15.9,27.0,57.2,46.4,0.00,999.9,000000,
085360,99999,20140125,55.3,24,51.3,24,9999.9,0,9999.9,0,6.2,24,10.2,24,15.0,26.0,59.0,53.6,99.99,999.9,010000,
085360,99999,20140126,54.5,24,52.3,24,9999.9,0,9999.9,0,6.2,24,7.1,24,13.0,999.9,57.2,51.8,99.99,999.9,010000,
085360,99999,20140127,53.8,24,46.3,24,9999.9,0,9999.9,0,5.9,24,8.7,24,15.9,25.1,57.2,50.0,99.99,999.9,010000,
085360,99999,20140128,52.3,24,47.0,24,9999.9,0,9999.9,0,5.6,24,8.0,24,14.0,29.9,57.2,50.0,99.99,999.9,010000,
085360,99999,20140129,49.8,24,43.5,24,9999.9,0,9999.9,0,6.1,24,11.4,24,18.1,31.1,55.4,46.4,99.99,999.9,010000,
085360,99999,20140130,50.0,24,43.8,24,9999.9,0,9999.9,0,6.2,24,6.7,24,13.0,17.1,55.4,44.6,99.99,999.9,010000,
085360,99999,20140131,55.0,24,52.1,24,9999.9,0,9999.9,0,6.0,24,7.3,24,11.1,999.9,59.0,51.8,99.99,999.9,010000,
085360,99999,20140201,52.5,24,46.0,24,9999.9,0,9999.9,0,5.9,24,8.8,24,15.9,28.9,55.4,46.4,99.99,999.9,010000,
085360,99999,20140202,48.2,24,42.8,24,9999.9,0,9999.9,0,6.2,24,5.0,24,17.1,999.9,53.6,41.0,99.99,999.9,010000,
085360,99999,20140203,51.9,24,43.6,24,9999.9,0,9999.9,0,5.8,24,10.5,24,22.9,32.1,55.4,48.2,99.99,999.9,010000,
085360,99999,20140204,53.8,24,50.4,24,9999.9,0,9999.9,0,4.8,24,14.3,24,24.1,35.9,57.2,48.2,99.99,999.9,010000,
085360,99999,20140205,55.8,24,51.6,24,9999.9,0,9999.9,0,6.0,22,9.5,24,19.0,28.9,59.0,51.8,99.99,999.9,010000,
085360,99999,20140206,55.6,24,52.0,24,9999.9,0,9999.9,0,5.6,24,17.3,24,28.9,42.0,60.8,46.4,99.99,999.9,010000,
085360,99999,20140207,53.0,24,48.0,24,9999.9,0,9999.9,0,6.2,24,10.1,24,18.1,28.0,59.0,46.4,99.99,999.9,010000,
085360,99999,20140208,54.4,24,49.9,24,9999.9,0,9999.9,0,5.2,23,11.0,24,21.0,33.0,57.2,46.4,99.99,999.9,010000,
085360,99999,20140209,53.1,24,49.3,24,9999.9,0,9999.9,0,4.7,23,16.4,24,32.1,53.0,60.8,44.6,99.99,999.9,010000,
085360,99999,20140210,48.6,24,39.3,24,9999.9,0,9999.9,0,6.2,24,11.5,24,22.0,38.1,53.6,44.6,99.99,999.9,010010,
085360,99999,20140211,53.4,24,50.5,24,9999.9,0,9999.9,0,4.2,23,11.5,24,22.0,34.0,59.0,48.2,99.99,999.9,010000,
085360,99999,20140212,55.6,24,54.7,24,9999.9,0,9999.9,0,3.3,24,6.8,24,13.0,999.9,60.8,50.0,99.99,999.9,110000,
085360,99999,20140213,59.4,24,57.7,24,9999.9,0,9999.9,0,3.1,24,11.3,24,15.0,999.9,62.6,59.0,99.99,999.9,010000,
085360,99999,20140214,56.5,24,54.0,24,9999.9,0,9999.9,0,5.6,24,15.4,24,24.1,33.0,60.8,50.0,99.99,999.9,010000,
085360,99999,20140215,50.6,24,43.7,24,9999.9,0,9999.9,0,6.2,24,5.7,24,12.0,22.0,55.4,46.4,99.99,999.9,010000,
085360,99999,20140216,48.4,24,39.5,24,9999.9,0,9999.9,0,6.2,21,5.1,24,8.9,999.9,57.2,42.8,0.00,999.9,000000,
085360,99999,20140217,47.2,24,44.7,24,9999.9,0,9999.9,0,5.8,23,4.8,24,13.0,999.9,51.8,42.8,99.99,999.9,110000,
085360,99999,20140218,51.4,24,45.5,24,9999.9,0,9999.9,0,6.2,24,8.9,24,17.1,999.9,57.2,46.4,99.99,999.9,010000,
085360,99999,20140219,53.5,24,48.6,24,9999.9,0,9999.9,0,6.2,24,4.8,24,9.9,999.9,60.8,44.6,0.00,999.9,000000,
085360,99999,20140220,54.6,24,51.9,24,9999.9,0,9999.9,0,5.3,24,7.1,24,12.0,999.9,59.0,51.8,99.99,999.9,010000,
085360,99999,20140221,50.7,24,42.7,24,9999.9,0,9999.9,0,6.2,24,5.1,24,9.9,999.9,55.4,44.6,0.00,999.9,000000,
085360,99999,20140222,50.2,24,46.3,24,9999.9,0,9999.9,0,6.1,20,5.2,24,9.9,999.9,57.2,44.6,99.99,999.9,010000,
085360,99999,20140223,50.5,24,46.7,24,9999.9,0,9999.9,0,4.3,24,8.9,24,21.0,28.0,59.0,42.8,99.99,999.9,110000,
085360,99999,20140224,51.7,24,44.0,24,9999.9,0,9999.9,0,6.2,24,6.4,24,13.0,19.0,57.2,46.4,99.99,999.9,010000,
085360,99999,20140225,54.5,24,49.3,24,9999.9,0,9999.9,0,5.8,23,7.1,24,11.1,999.9,59.0,48.2,99.99,999.9,010000,
085360,99999,20140226,52.9,24,44.7,24,9999.9,0,9999.9,0,6.2,17,5.3,24,9.9,999.9,59.0,46.4,0.00,999.9,000000,
085360,99999,20140227,54.8,24,52.0,24,9999.9,0,9999.9,0,5.6,23,5.6,24,9.9,999.9,59.0,50.0,99.99,999.9,010000,
085360,99999,20140228,54.7,24,49.8,24,9999.9,0,9999.9,0,6.2,24,6.8,24,11.1,999.9,60.8,50.0,99.99,999.9,010000,
085360,99999,20140301,55.8,24,54.1,24,9999.9,0,9999.9,0,3.3,24,11.8,24,17.1,31.1,57.2,53.6,99.99,999.9,010000,
085360,99999,20140302,56.1,24,54.1,24,9999.9,0,9999.9,0,3.7,24,10.7,24,15.9,29.9,57.2,53.6,99.99,999.9,010000,
085360,99999,20140303,53.3,24,44.1,24,9999.9,0,9999.9,0,6.2,24,9.2,24,15.0,25.1,55.4,51.8,99.99,999.9,010000,
085360,99999,20140304,53.3,24,46.2,24,9999.9,0,9999.9,0,6.2,24,7.4,24,13.0,22.0,57.2,50.0,99.99,999.9,010000,
085360,99999,20140305,55.5,24,50.2,24,9999.9,0,9999.9,0,6.0,24,10.1,24,17.1,25.1,59.0,50.0,99.99,999.9,010000,
085360,99999,20140306,54.1,24,49.6,24,9999.9,0,9999.9,0,3.3,11,6.5,24,12.0,999.9,68.0,44.6,0.00,999.9,100000,
085360,99999,20140307,58.3,24,48.7,24,9999.9,0,9999.9,0,5.4,4,5.4,24,9.9,20.0,73.4,44.6,0.00,999.9,100000,
085360,99999,20140308,60.1,24,46.0,24,9999.9,0,9999.9,0,999.9,0,6.4,24,11.1,22.0,69.8,50.0,0.00,999.9,000000,
085360,99999,20140309,57.6,24,46.4,24,9999.9,0,9999.9,0,999.9,0,7.9,24,14.0,999.9,64.4,53.6,99.99,999.9,010000,
085360,99999,20140310,57.7,24,40.9,24,9999.9,0,9999.9,0,999.9,0,9.6,24,15.0,28.9,68.0,48.2,0.00,999.9,000000,
085360,99999,20140311,59.8,24,40.0,24,9999.9,0,9999.9,0,999.9,0,6.8,24,9.9,999.9,71.6,46.4,0.00,999.9,000000,
085360,99999,20140312,57.1,24,42.6,24,9999.9,0,9999.9,0,999.9,0,5.0,24,8.9,17.1,68.0,46.4,0.00,999.9,000000,
085360,99999,20140313,56.4,24,47.4,24,9999.9,0,9999.9,0,6.0,7,5.7,24,12.0,13.0,68.0,44.6,0.00,999.9,000000,
085360,99999,20140314,56.2,24,46.4,24,9999.9,0,9999.9,0,5.9,7,6.8,24,8.9,999.9,66.2,48.2,0.00,999.9,000000,
085360,99999,20140315,58.3,24,44.5,24,9999.9,0,9999.9,0,5.5,8,5.1,24,11.1,15.9,69.8,46.4,0.00,999.9,100000,
085360,99999,20140316,60.7,24,44.0,24,9999.9,0,9999.9,0,999.9,0,5.3,24,9.9,17.1,71.6,48.2,0.00,999.9,000000,
085360,99999,20140317,57.6,24,45.8,24,9999.9,0,9999.9,0,6.2,5,6.5,24,15.0,999.9,69.8,48.2,0.00,999.9,000000,
085360,99999,20140318,55.4,24,47.7,24,9999.9,0,9999.9,0,6.2,20,11.4,24,15.0,999.9,62.6,50.0,0.00,999.9,000000,
085360,99999,20140319,55.9,24,49.7,24,9999.9,0,9999.9,0,5.0,12,6.0,24,8.9,18.1,66.2,48.2,0.00,999.9,100000,
085360,99999,20140320,55.2,24,49.8,24,9999.9,0,9999.9,0,5.5,19,5.2,24,11.1,999.9,64.4,50.0,0.00,999.9,000000,
085360,99999,20140321,54.5,24,51.1,24,9999.9,0,9999.9,0,4.9,21,6.6,24,15.0,999.9,59.0,48.2,99.99,999.9,010000,
085360,99999,20140322,53.1,24,45.2,24,9999.9,0,9999.9,0,6.2,24,7.7,24,14.0,999.9,59.0,48.2,99.99,999.9,010000,
085360,99999,20140323,51.9,24,41.5,24,9999.9,0,9999.9,0,6.2,22,5.1,24,8.9,999.9,59.0,46.4,0.00,999.9,000000,
085360,99999,20140324,52.2,24,46.7,24,9999.9,0,9999.9,0,5.7,16,7.9,24,15.9,999.9,59.0,46.4,99.99,999.9,010000,
085360,99999,20140325,53.7,24,46.4,24,9999.9,0,9999.9,0,6.2,24,7.7,24,15.9,26.0,57.2,48.2,99.99,999.9,010000,
085360,99999,20140326,52.0,24,41.3,24,9999.9,0,9999.9,0,6.2,24,12.3,24,18.1,27.0,57.2,46.4,0.00,999.9,000000,
085360,99999,20140327,49.8,24,44.2,24,9999.9,0,9999.9,0,6.2,24,6.8,24,15.0,999.9,57.2,46.4,99.99,999.9,010000,
085360,99999,20140328,49.9,24,44.6,24,9999.9,0,9999.9,0,6.2,24,4.5,24,8.0,19.0,57.2,44.6,99.99,999.9,010000,
085360,99999,20140329,49.8,24,43.6,24,9999.9,0,9999.9,0,6.2,24,4.9,24,8.0,17.1,59.0,42.8,0.00,999.9,000000,
085360,99999,20140330,52.6,24,49.3,24,9999.9,0,9999.9,0,6.0,24,8.6,24,18.1,28.0,59.0,44.6,99.99,999.9,010000,
085360,99999,20140331,56.4,24,54.1,24,9999.9,0,9999.9,0,6.0,24,12.1,24,22.0,29.9,60.8,53.6,99.99,999.9,010010,
085360,99999,20140401,54.5,24,51.9,24,9999.9,0,9999.9,0,5.8,24,13.4,24,22.0,32.1,57.2,51.8,99.99,999.9,010000,
085360,99999,20140402,54.0,24,49.5,24,9999.9,0,9999.9,0,6.2,24,6.7,24,14.0,999.9,59.0,50.0,99.99,999.9,010000,
085360,99999,20140403,52.8,24,46.8,24,9999.9,0,9999.9,0,6.1,23,6.9,24,12.0,999.9,59.0,48.2,99.99,999.9,010000,
085360,99999,20140404,55.2,24,52.9,24,9999.9,0,9999.9,0,4.5,24,11.3,24,18.1,999.9,59.0,48.2,99.99,999.9,010000,
085360,99999,20140405,59.8,24,57.6,24,9999.9,0,9999.9,0,5.0,24,6.6,24,9.9,999.9,64.4,55.4,99.99,999.9,110000,
085360,99999,20140406,59.7,24,54.4,24,9999.9,0,9999.9,0,6.0,19,3.4,24,7.0,999.9,69.8,50.0,0.00,999.9,100000,
085360,99999,20140407,61.1,24,53.9,24,9999.9,0,9999.9,0,6.1,9,5.5,24,12.0,17.1,73.4,51.8,0.00,999.9,100000,
085360,99999,20140408,64.5,24,55.7,24,9999.9,0,9999.9,0,6.2,8,6.3,24,9.9,25.1,77.0,53.6,0.00,999.9,100000,
085360,99999,20140409,66.6,24,56.0,24,9999.9,0,9999.9,0,6.2,11,6.8,24,11.1,999.9,73.4,60.8,99.99,999.9,010000,
085360,99999,20140410,61.0,24,54.7,24,9999.9,0,9999.9,0,4.8,15,5.9,24,9.9,999.9,68.0,53.6,0.00,999.9,100000,
085360,99999,20140411,58.7,24,52.0,24,9999.9,0,9999.9,0,6.2,20,5.4,24,12.0,999.9,66.2,53.6,0.00,999.9,000000,
085360,99999,20140412,59.4,24,55.0,24,9999.9,0,9999.9,0,5.5,19,6.2,24,8.9,999.9,68.0,53.6,0.00,999.9,000000,
085360,99999,20140413,59.4,24,55.6,24,9999.9,0,9999.9,0,3.4,22,5.1,24,9.9,18.1,75.2,51.8,99.99,999.9,110000,
085360,99999,20140414,64.8,24,55.3,24,9999.9,0,9999.9,0,999.9,0,5.5,24,12.0,19.0,69.8,57.2,99.99,999.9,010000,
085360,99999,20140415,62.8,24,55.8,24,9999.9,0,9999.9,0,6.0,20,5.5,24,11.1,999.9,69.8,55.4,0.00,999.9,000000,
085360,99999,20140416,62.4,24,55.9,24,9999.9,0,9999.9,0,6.0,24,4.9,24,9.9,999.9,69.8,57.2,0.00,999.9,000000,
085360,99999,20140417,63.3,24,57.3,24,9999.9,0,9999.9,0,5.9,14,8.4,24,15.9,999.9,75.2,55.4,0.00,999.9,000000,
085360,99999,20140418,59.0,24,53.0,24,9999.9,0,9999.9,0,6.1,24,9.9,24,13.0,999.9,64.4,55.4,0.00,999.9,000000,
085360,99999,20140419,58.2,24,49.9,24,9999.9,0,9999.9,0,6.2,24,6.0,24,11.1,999.9,66.2,53.6,0.00,999.9,000000,
085360,99999,20140420,57.0,24,53.3,24,9999.9,0,9999.9,0,5.9,24,4.7,24,8.9,22.0,62.6,53.6,99.99,999.9,010000,
085360,99999,20140421,58.5,24,51.1,24,9999.9,0,9999.9,0,6.2,24,5.9,24,12.0,999.9,64.4,53.6,99.99,999.9,010000,
085360,99999,20140422,58.9,24,52.8,24,9999.9,0,9999.9,0,6.2,22,8.9,24,15.0,999.9,64.4,51.8,99.99,999.9,010000,
085360,99999,20140423,58.2,24,50.7,24,9999.9,0,9999.9,0,6.0,21,6.5,24,12.0,999.9,64.4,51.8,99.99,999.9,010000,
085360,99999,20140424,55.4,24,47.8,24,9999.9,0,9999.9,0,6.1,20,7.3,24,14.0,29.9,60.8,48.2,99.99,999.9,010000,
085360,99999,20140425,57.0,24,47.1,24,9999.9,0,9999.9,0,6.2,24,6.5,24,12.0,999.9,64.4,46.4,0.00,999.9,000000,
085360,99999,20140426,59.5,24,55.4,24,9999.9,0,9999.9,0,6.2,24,7.8,24,11.1,999.9,62.6,57.2,99.99,999.9,010000,
085360,99999,20140427,59.2,24,49.9,24,9999.9,0,9999.9,0,6.2,20,7.2,24,13.0,999.9,68.0,51.8,0.00,999.9,000000,
085360,99999,20140428,59.0,24,52.7,24,9999.9,0,9999.9,0,6.2,22,9.2,24,14.0,999.9,68.0,51.8,0.00,999.9,000000,
085360,99999,20140429,61.3,24,52.3,24,9999.9,0,9999.9,0,6.2,22,10.5,24,18.1,27.0,71.6,53.6,0.00,999.9,000000,
085360,99999,20140430,64.3,24,56.8,24,9999.9,0,9999.9,0,6.2,24,10.2,24,13.0,999.9,75.2,57.2,0.00,999.9,000000,
085360,99999,20140501,62.6,24,53.5,24,9999.9,0,9999.9,0,6.2,20,10.0,24,17.1,21.0,71.6,55.4,0.00,999.9,000000,
085360,99999,20140502,68.8,24,53.0,24,9999.9,0,9999.9,0,999.9,0,9.0,24,14.0,22.0,82.4,55.4,0.00,999.9,000000,
085360,99999,20140503,71.4,24,44.8,24,9999.9,0,9999.9,0,999.9,0,8.9,24,12.0,999.9,82.4,64.4,0.00,999.9,000000,
085360,99999,20140504,70.5,24,44.8,24,9999.9,0,9999.9,0,999.9,0,6.5,24,13.0,22.9,84.2,59.0,0.00,999.9,000000,
085360,99999,20140505,66.7,24,50.8,24,9999.9,0,9999.9,0,999.9,0,6.9,24,14.0,15.9,80.6,55.4,0.00,999.9,000000,
085360,99999,20140506,62.5,24,52.5,24,9999.9,0,9999.9,0,6.2,15,8.7,24,15.0,22.9,77.0,53.6,0.00,999.9,000000,
085360,99999,20140507,63.9,24,54.9,24,9999.9,0,9999.9,0,6.2,22,11.0,24,19.0,27.0,71.6,57.2,0.00,999.9,000000,
085360,99999,20140508,62.5,24,54.0,24,9999.9,0,9999.9,0,6.2,24,12.7,24,21.0,32.1,73.4,55.4,0.00,999.9,000000,
085360,99999,20140509,64.6,24,56.5,24,9999.9,0,9999.9,0,6.2,24,13.9,24,22.0,28.9,75.2,59.0,0.00,999.9,000000,
085360,99999,20140510,63.7,24,56.7,24,9999.9,0,9999.9,0,6.2,24,12.5,24,18.1,28.9,75.2,57.2,0.00,999.9,000000,
085360,99999,20140511,64.0,24,50.8,24,9999.9,0,9999.9,0,6.2,12,12.5,24,17.1,19.0,75.2,57.2,0.00,999.9,000000,
085360,99999,20140512,63.4,24,46.3,24,9999.9,0,9999.9,0,6.2,5,12.2,24,20.0,22.0,75.2,55.4,0.00,999.9,000000,
085360,99999,20140513,65.4,24,48.7,24,9999.9,0,9999.9,0,999.9,0,11.3,24,17.1,22.0,78.8,55.4,0.00,999.9,000000,
085360,99999,20140514,71.8,24,49.4,24,9999.9,0,9999.9,0,999.9,0,8.7,24,15.0,18.1,86.0,60.8,0.00,999.9,000000,
085360,99999,20140515,70.9,24,54.2,24,9999.9,0,9999.9,0,5.6,4,7.6,24,17.1,27.0,84.2,59.0,0.00,999.9,000000,
085360,99999,20140516,71.6,24,49.5,24,9999.9,0,9999.9,0,6.2,14,9.4,24,15.9,22.9,80.6,68.0,99.99,999.9,010000,
085360,99999,20140517,70.8,24,46.8,24,9999.9,0,9999.9,0,999.9,0,7.5,24,11.1,999.9,78.8,62.6,0.00,999.9,000000,
085360,99999,20140518,65.3,24,51.7,24,9999.9,0,9999.9,0,6.2,12,5.6,24,13.0,999.9,75.2,57.2,0.00,999.9,000000,
085360,99999,20140519,58.8,24,49.3,24,9999.9,0,9999.9,0,6.2,24,7.1,24,12.0,22.9,64.4,51.8,99.99,999.9,010000,
085360,99999,20140520,56.2,24,50.3,24,9999.9,0,9999.9,0,5.8,24,10.9,24,20.0,27.0,64.4,50.0,99.99,999.9,010000,
085360,99999,20140521,55.4,24,47.3,24,9999.9,0,9999.9,0,6.2,24,11.1,24,17.1,26.0,60.8,50.0,99.99,999.9,010010,
085360,99999,20140522,58.6,24,50.7,24,9999.9,0,9999.9,0,6.2,24,8.1,24,15.0,999.9,64.4,51.8,99.99,999.9,010000,
085360,99999,20140523,58.8,24,49.1,24,9999.9,0,9999.9,0,6.2,23,8.3,24,13.0,22.9,66.2,53.6,99.99,999.9,010000,
085360,99999,20140524,56.8,24,44.9,24,9999.9,0,9999.9,0,6.2,19,9.0,24,15.9,999.9,66.2,50.0,0.00,999.9,000000,
085360,99999,20140525,57.0,24,43.9,24,9999.9,0,9999.9,0,6.2,24,8.0,24,15.0,24.1,64.4,50.0,0.00,999.9,000000,
085360,99999,20140526,57.4,24,45.7,24,9999.9,0,9999.9,0,6.2,24,8.7,24,17.1,24.1,66.2,48.2,0.00,999.9,000000,
085360,99999,20140527,59.5,24,51.6,24,9999.9,0,9999.9,0,6.1,23,8.0,24,12.0,999.9,66.2,51.8,99.99,999.9,010000,
085360,99999,20140528,61.9,24,55.6,24,9999.9,0,9999.9,0,6.2,24,7.5,24,11.1,999.9,68.0,57.2,99.99,999.9,010000,
085360,99999,20140529,63.1,24,58.1,24,9999.9,0,9999.9,0,6.1,24,6.7,24,12.0,999.9,68.0,59.0,99.99,999.9,010000,
085360,99999,20140530,62.6,24,53.0,24,9999.9,0,9999.9,0,6.2,24,13.0,24,22.9,31.1,69.8,59.0,99.99,999.9,010000,
085360,99999,20140531,64.9,24,52.0,24,9999.9,0,9999.9,0,6.2,22,14.4,24,19.0,29.9,75.2,57.2,0.00,999.9,000000,
085360,99999,20140601,68.3,24,47.6,24,9999.9,0,9999.9,0,999.9,0,10.5,24,19.0,24.1,80.6,60.8,0.00,999.9,000000,
085360,99999,20140602,64.8,24,55.0,24,9999.9,0,9999.9,0,6.2,20,12.2,24,20.0,22.9,75.2,59.0,0.00,999.9,000000,
085360,99999,20140603,62.2,24,52.7,24,9999.9,0,9999.9,0,6.2,24,11.9,24,17.1,24.1,69.8,57.2,0.00,999.9,000000,
085360,99999,20140604,62.2,24,52.2,24,9999.9,0,9999.9,0,6.1,23,8.6,24,13.0,999.9,69.8,55.4,99.99,999.9,010000,
085360,99999,20140605,62.2,24,53.9,24,9999.9,0,9999.9,0,6.2,20,6.0,24,14.0,15.0,71.6,51.8,0.00,999.9,000000,
085360,99999,20140606,61.8,24,59.0,24,9999.9,0,9999.9,0,5.8,24,11.4,24,19.0,27.0,68.0,57.2,99.99,999.9,010000,
085360,99999,20140607,63.6,24,56.5,24,9999.9,0,9999.9,0,6.2,24,10.6,24,15.0,999.9,69.8,59.0,0.00,999.9,000000,
085360,99999,20140608,64.8,24,57.6,24,9999.9,0,9999.9,0,6.2,24,9.9,24,14.0,22.0,71.6,59.0,0.00,999.9,000000,
085360,99999,20140609,64.5,24,55.5,24,9999.9,0,9999.9,0,6.2,24,6.6,24,13.0,999.9,71.6,57.2,0.00,999.9,000000,
085360,99999,20140610,64.2,24,53.6,24,9999.9,0,9999.9,0,6.2,20,8.2,24,12.0,999.9,71.6,59.0,0.00,999.9,000000,
085360,99999,20140611,69.7,24,54.6,24,9999.9,0,9999.9,0,999.9,0,8.4,24,13.0,19.0,87.8,57.2,0.00,999.9,000000,
085360,99999,20140612,77.6,24,55.7,24,9999.9,0,9999.9,0,6.2,5,7.6,24,15.0,25.1,93.2,66.2,0.00,999.9,000000,
085360,99999,20140613,78.9,24,57.9,24,9999.9,0,9999.9,0,6.2,4,9.4,24,15.0,999.9,89.6,69.8,0.00,999.9,000000,
085360,99999,20140614,83.1,24,52.8,24,9999.9,0,9999.9,0,999.9,0,6.8,24,13.0,999.9,96.8,68.0,0.00,999.9,000000,
085360,99999,20140615,81.7,24,50.1,24,9999.9,0,9999.9,0,999.9,0,7.9,24,13.0,24.1,93.2,69.8,0.00,999.9,000000,
085360,99999,20140616,76.4,24,53.8,24,9999.9,0,9999.9,0,6.2,4,8.2,24,15.0,21.0,86.0,69.8,0.00,999.9,000000,
085360,99999,20140617,67.9,24,61.5,24,9999.9,0,9999.9,0,5.0,15,6.5,24,11.1,999.9,73.4,60.8,0.00,999.9,000000,
085360,99999,20140618,67.1,24,56.7,24,9999.9,0,9999.9,0,6.2,24,7.9,24,11.1,999.9,73.4,62.6,0.00,999.9,000000,
085360,99999,20140619,66.1,24,55.5,24,9999.9,0,9999.9,0,6.2,21,6.3,24,13.0,20.0,73.4,59.0,0.00,999.9,000000,
085360,99999,20140620,66.2,24,56.7,24,9999.9,0,9999.9,0,6.2,24,9.8,24,18.1,999.9,73.4,57.2,0.00,999.9,000000,
085360,99999,20140621,67.1,24,59.3,24,9999.9,0,9999.9,0,6.2,24,13.0,24,19.0,999.9,71.6,62.6,99.99,999.9,010000,
085360,99999,20140622,65.6,24,59.1,24,9999.9,0,9999.9,0,6.2,24,6.7,24,12.0,18.1,69.8,62.6,99.99,999.9,010000,
085360,99999,20140623,62.8,24,57.8,24,9999.9,0,9999.9,0,6.2,24,4.0,24,9.9,20.0,69.8,59.0,99.99,999.9,010010,
085360,99999,20140624,66.1,24,59.2,24,9999.9,0,9999.9,0,6.2,23,6.8,24,12.0,999.9,73.4,59.0,0.00,999.9,000000,
085360,99999,20140625,66.3,24,57.1,24,9999.9,0,9999.9,0,6.2,24,9.1,24,14.0,999.9,71.6,62.6,0.00,999.9,000000,
085360,99999,20140626,66.8,24,56.7,24,9999.9,0,9999.9,0,6.2,24,7.5,24,13.0,18.1,73.4,60.8,0.00,999.9,000000,
085360,99999,20140627,67.1,24,55.0,24,9999.9,0,9999.9,0,6.2,15,8.2,24,15.9,999.9,77.0,59.0,0.00,999.9,000000,
085360,99999,20140628,66.9,24,58.2,24,9999.9,0,9999.9,0,6.2,19,8.3,24,15.0,999.9,75.2,60.8,0.00,999.9,000000,
085360,99999,20140629,65.2,24,53.7,24,9999.9,0,9999.9,0,6.2,24,9.9,24,15.0,999.9,73.4,59.0,0.00,999.9,000000,
085360,99999,20140630,65.9,24,55.2,24,9999.9,0,9999.9,0,6.2,24,9.4,24,12.0,21.0,73.4,59.0,0.00,999.9,000000,
085360,99999,20140701,65.8,24,56.7,24,9999.9,0,9999.9,0,6.0,24,8.9,24,12.0,999.9,69.8,62.6,99.99,999.9,010000,
